,X,Y,block,class,description,plate,site,stratum,year
112,,,, XVII. Lamps (nos. 109%7),"112. Mm. ’15—274; central court of monastery. Leaf—shaped lamp of phyllite, with three solid lugs at sides and back, and two small projections inside, near the lip. Length 5 in. The outside is carved in low relief with a lotus-leaf pattern, and the rim with a rough bead moulding. This lamp comes from the Mohra Moradu monastery and is almost certainly of the ﬁfth century A.D. (P1. 14.1, dd.) CH. 25] STONE OBJECTS 501 I 13, a. Mm. ’I 5~286; cell I 5; 10 ft. below surface. Heart—shaped lamp of micaceous schist, with projecting ‘handle at back and beaded border 0n rim. Length 6-12 in. This also is from the Mohra Moradu monastery, and of the same date as the preceding. (Pl. 142, a.) owe. Other lamps of the same leaf— or heart—shaped type are Sk. ’14~—132, stratum II, of schist; Dh. ’16—«666, of hornblende-schist; Dh. ’13—1,848, of phyllite; and Dh. ’12—1,o87, of schist. Type 6. In the form of a squat vase, with animal-headed spout. Copied from Hellenistic prototypes.","14.1-dd, 142-a",Mm,2,1915
114,,,, XVII. Lamps (nos. 109%7),"114. Ml. ’25—133; Trench B; room 4; 5 ft. 2 in. below surface. Bowl-shaped lamp of green steatite, with spout and three lugs pierced for suspension (length 3-75 in.). Between the lugs are acanthus leaves, and on the spout an elephant’s head in low relief; the lower part of the body is turned on the lathe and relieved with incised horizontal bands. Pieces of iron wire still remain in the lug-holes. This lamp, which comes from the Mahal site in Sirkap, is referable to the middle or later part of the ﬁrst century A.D. (P13. 142, I); 146, no. 114.)",,,,1925
115,25,88,T2, XVII. Lamps (nos. 109%7),"115. 11. ’12—3 5; Mound D. Similar in shape to the foregoing but of pink Vindhyan sand- stone and much cruder workmanship. Length 4-12 in. The spout, which takes the form of an animal’s head, is longer, and the body adorned with lotus instead of acanthus leaves. Round the mouth at the top is a zigzag pattern. Early medieval period. (Pl. 142, c.) Type 6. Rectangular in shape, with human-headed spout. :16. D11. ’17~16o; T2; 2 ft. below surface. Rectangular lamp of micaceous schist, with humamheaded spout; length 237 in.; three pierced lugs on side for suspension. Beneath the rim. dogwtooth moulding. Probably ﬁfth century A.D. (Pls. 142, d; 146, no. 116.) t rig. 33h. ’123‘3‘764; (33; 3 ft. 6 in. below surface. Similar to foregoing but of phyllite, with later pattern tantra body Length 4 4.3 in. (P1. 142, e.) mg, a; E riaatiiat‘ tramp 3f this. type, also of phyllite, is ﬁgured in Pl. 142, h (Dh.’12—2,23o) a3; a await same shape in Pl 142, z’ (Dh. ’16-1,o72).                  I aépaizsaers (nos. 118~2o) 35:“ probable that they were ,, arti<.:Iea.at The larger kind are {:1 as: 7 generally with one end more . _ , aardame, banded agate, chalcedony or shaft. Eur am :33 aaothar and, smasher type of burnisher intended for exceptionally film: weak which oensiats of a tiny point of agate set in a copper handle. This latter type has been found only in Sirkap; the larger type occurs in the Bhir Mound as are}! as in Sirkap. Type a: :18. 13m. ’15-323; stratum II. Burnisher of impure chalcedony, blotched white and grey. Length 4m. (Pls. 142, g; 14.6, no. 118.) 1:19, a. 8k. ’29—190; Block A’; sq. 25'88’; stratum III. Burnisher of brown sardoine. Length 2-75 in. Cf. p. 195 supra. (P1. 146, no. 119, a.) 3 19, £2, 1:. Other burnishers of this type are ﬁgured in Pls 142, f; 146, no. 1 19, b (Sk. ’26—2,19 5; stratum II) and P1. 14.6, no. 119, c (Sk. ’27—1,533; stratum II). The former is of chalcedony; the latter of black chert. I Cf. Petrie, Objects of Daily Use, Pl. LVI, 33—5. at 64 E i l :l l i ,, i 502 STONE OBJECTS [011. 25 Type b:","142-c, 142-e, 146-119-a",Dh,2,1912
120,11,100,1, XVII. Lamps (nos. 109%7),"120. Sk. ’29~I,173; Block 1’; sq. 11-100’; stratum III. Point of banded agate set in copper handle and used as metal burnisher for very ﬁne work. Length 1 in. Cf. p. 196 supra. (Pl. 142, 0.) For the testing of gold, natural pebbles of black basanite or Lydian stone, highly polished, were sometimes used (e.g. Bin. ’24~3 57; stratum III; and Sk. ’12—257; stratum II) but most of the touchstones found at Taxila are made of hard siliceous slate cut into long strips, which still retain upon them the marks of the gold. Touchstones of this type, however, have been found only in the later strata in Sirkap.",142-0,Sk,3,1929
121,73,75,E, XIX. Toachstones (no. 121),"121. Sk. ’14—1,953; Block E’; sq. 73'75’; stratum III. Touchstone of hard siliceous slate, with gold streaks still visible on its surface. Size 8-25 x I~12><o-75 in. Cf. p. 184 supra; A.S.R. (1914), p. 20. (P1. 146, no. 121.) Other specimens of the same shape and material are: Sk. ’26~4,148; Sk. ’19—933/46; Sk. ’12—667. They vary in length from 5-55 to 10137 in. Only two specimens of palettes have been found, one made of slate, from the top stratum in Sirkap, the other of claystone from Mound C at landial.",146-121,Sk,3,1914
122,79,98,E," XX. Palettes (nos. 122, 123)",122. Sk. ’19~257; Block E’; sq. 79-98’; stratum I. A circular palette of slate. Diam. 5-5 in.,,Sk,1,1919
123,,,," XX. Palettes (nos. 122, 123)","123. Jl. ’12—243; Mound C. Palette of claystone, three-sided, with circular depression on one side for a single pigment. C LAss XXI. Spindle—whorls (no. 124)",,Jl,,1912
124,84,89,F," XX. Palettes (nos. 122, 123)","124. Spindle-whorls of stone are also rare and are found only in Sirkap. They are generally made of micaceous schist or soapstone (e. g. Sk. ’12—81 and ’24—1 , 196) and are of the same shapes as the terra-cotta ones; but there is one noteworthy specimen of rock-crystal, no. 124 (Sk. ’28— 1,681), which takes the form of a rather ﬂat barrel—disk bead, with a diam. of 162 in. It comes from the Saka-Parthian city in Sirkap; Block F’; sq. 84-89'; stratum II. Cf. p. 182 supra. (Pl. 142, k.) CLAss XXII. Potter’s konoras and thatwas (nos. 12 5~8) The konora and thatwa were used by the potter to thin out the clay walls of his vessels. The konora is pressed with the left hand against the wall inside the vessel, while with the thatwd in his right hand the potter gently taps the wall on the outside. Both implements are still in use throughout India, the konora being frequently made of earthenware and the thatwa‘ of wood. ‘ w Konoras.",142-k,Sk,2,1912
125,,,," XX. Palettes (nos. 122, 123)","125. Sk. ’16; Trench A707; stratum II. Potter’s konora of White marble. Length 3-12 in. (P1- 142, 41-) _.",,Sk,2,1916
126,29,53,B," XX. Palettes (nos. 122, 123)","126. Sk. ’15~756; Block B; sq. 29- 53’; stratum II. Similar to foregoing, of grey quartzite. Height 4 in. Cf. p. 148 supra. . i g 1   CH. 25] STONE OBJECTS 503 Thatwds. Three of these implements were found at one spot in Sirkap, viz.: 127, a. Sk. ’24—I,30I; Block C; sq. 4746’. Of hornblende-gneiss (length 6-37 in.) with cylindrical handle and ﬂat body. Two others are of gneiss but the handles are unﬁnished (length 8-25 in). Saka—Parthian period. Cf. p. 210 supra. (P1. 146, no. 127, a.)",146-127-a,Sk,2,1915
128,,,," XX. Palettes (nos. 122, 123)","128. Another specimen of hornblende-gneiss (length 7-5 in.) came from Pindora in Sirsukh and is probably of the fourth or ﬁfth century A.D. Cf. p. 220 supra. (Ss. ’15—81; 2 ft. 3 in. below surface.) (Pl. 146, no. 128.) A. ""Ring—stones. Four specimens of these singularly interesting stones have been found at T axila—three in the Bhir Mound and one in the second stratum of ' Sirkap, but the style and workmanship of the latter leave’no room for doubt that it belongs to the same (Maurya) age as the others. The peculiar sanctity with which ring-stones are invested in India is well known and can be traced back to an immemorial age. Large numbers of them, dating from the fourth or third millen- nium B.C. have been unearthed at Mohenjo—daro and Harappa—some no bigger than a ﬁnger-ring, some so large that it takes half a dozen men to lift them; while among famous examples of to-day may be mentioned the Srigundi stone at Malabar Point near Bombay, which is believed to purify those who crawl through it of disease and sickness, and the equally potent one at Satrunjaya, the hole in which is known as muktdwdra=‘door of absolution’———the door which gives happiness to anyone who can creep through it. The idea underlying all these ring—stones is the same; they are regarded as yonis or female symbols of generationI—the idea being that these W119 pass through them are, as it were, born again, while in the case of the smaller starlets sf therewith: class the mere passing of the hand or ﬁnger through their}. is sessile as? Lalvxrtue The’t the same idea attached to the specimens found         at Tesla (tire see eta effexfmgs) is evident from the nude ﬁgures of a ‘ goddess sf Fe are engraved with consummate skill inside the central hole, thus indiesting in smartest-that canes: be mistaken the connexion between them and the female principled It is net unlikelythat the ‘Fertility goddess’ here represented may have been identiﬁed with the ‘ Earth goddess ’ Prithivi. The earth itself was conceived of as wheel—shaped in the Rigeedo,3 and it is said to be ‘ circular ’ in the Satapatha Brdhmana. A disk of terra-cotta bearing an image in relief of a ‘ Fertility goddess ’ was unearthed by me at Bhita in 1911—12, and is published in my Report for that year.4 It belongs to the Kushan or Early Gupta period and depicts the goddess with legs wide apart and with a lotus (emblem of birth) issuing from her neck in place of her head. A similar plaque was also found at Kosam and is now in the Indian Museum.5 With these may be compared a sealing from 1 Cf. Crooke, Religion and Folklore of Northern India, p. 322. ~ 2 Cf. my remarks in M .I .C. vol. I, pp. 62 and 63. The same ‘ goddess of Fertility’ is depicted on the gold leaf from the burial mound at Lauriya-Nandangarh. C.H.I. vol. I, P1. XI, ﬁg. 21. 3 R1). X, 89—4. Macdonell and Keith, Vedic Index, I, p. 362. 4 A.S.R. (1911—12), p. 75, no. 4.0 and P1. XXIII, 4o. 5 Ind. Mus. Cat. 11, p. 286, no. KM. 36. 504 ° STONE OBJECTS [CH. 25 Harappa (no. 649) exhibiting the goddess with her legs wide apart, as on the plaqiies referred to, but portrayed upside down with a plant issuing from her womb instead of from her neck. The cult of the 310111, as of the liﬁga, has long been recognised as pre—Aryan in origin, and examples of it might naturally be expected to occur among the antiquities of Harappa and Mohenjo—daro, which there are the strongest reasons for regarding as pre-Aryan. Whether the pre—Aryan ‘ goddess of Fertility ’ afterwards came to be identiﬁed with the Vedic Prithivi and whether it is the latter or the former who is represented on the Taxila ring—stOnes are questions on which further light is needed.",146-128,,,1915
129,45,71,, XXIII. Amulets and other sacred objects (nos. 129~37),"129. Bm. ’21—828; sq. 45-71’; stratum II. Circular ring—stone of purplish brown alabaster, carved on upper face with three concentric bands of cable-moulding, divided one from the other by band of ‘cross—and—reel’ pattern. Diam. 2-62 in. Round the central hole are three standing ﬁgures of a nude goddess, alternating with a foliate design, which we may presume to represent the Indian ‘Tree of Life and Fortune’ (kalpa-vriksha or kalpa—druma), so familiar on the carved balustrades and gateways of the Buddhists at Bharhut and Sanchi. For jewel-like workmanship and exquisite ﬁnish this and the following ring~stones are as ﬁne as any specimens of stonewarvmg in ancient India. Cf. ASJR. (1920), Pi. XVII, 30 and M.I.C. vol. I, p. 62. (Pl. 147, la.) 13o. Bm. ’21M829; sq. 4671'; stratum II. Fragment of ring~stone similar to preceding, but of quartzite sandstene. Qriginal diam. 4 in. In this example, the inner cross-and—reel band is replaced by a line of elephants, and to the side cf, the central hole is a conventional mountain with a hand on one side and a hand holding a bow on the other. (Pl. 147, c.)","147-la, 147-c",Bm,2,1921
131,,,, XXIII. Amulets and other sacred objects (nos. 129~37),"131. Bm. ’24~609; sq. x3'57’; stratum III. Similar to no. 129, but a fragment only, of ferruginous claystone. Length 225 in. (P1. 147, d.)",147-d,Bm,3,1924
132,229,73,, XXIII. Amulets and other sacred objects (nos. 129~37),"132. Sk. ’27—I,241; Main Street; sq. 229'73’; stratum II. Similar to no. 129, but of slate- stone. Diam. 3-25 in. Round the central hole are four instead of three ﬁgures of the ‘Nude goddess’, alternating with the ‘ Tree of Life and Fortune ’. This specimen, found in stratum II of Sirkap appears to be a survival from the Maurya period. Cf. M.I.C. vol. III, Pl. CLIX, nos. 9, IO. (Pl. 147, g.) B. Aya‘gapaza tablet.",147-g,Sk,2,1927
133,,,, XXIII. Amulets and other sacred objects (nos. 129~37),"13 3. Only two dydgapaia tablets have been found at T axila—one of burnt clay (see ‘ Terra— cottas’, ch. 24, no. 56) and the other of stone. The latter (no. 13 3) is an insigniﬁcant specimen of indurated claystone, 4- 5 x 3-5 in., with a circular depression in the middle of the upper face and representations of shells (s’aﬁkha), shield-symbols, swastika, lotuses and ﬁsh (matsya) round the edges. It was found at Tofkiaﬁ in Sirsukh (83. ’15—65), 2 ft. 6 in. below surface, and dates probably from the fourth or ﬁfth century A.D. Cf. A.S.R. (1915), p. 22, no. 19 and P1. XVI, g. (Pl. 146, no. 133.) C. Amulets.I",146-133,,,1915
134,,,, XXIII. Amulets and other sacred objects (nos. 129~37),"134. Bm. ’19—2,o78; spoil earth. This little amulet (broken) in the form of a trimma comes from spoil earth on the Bhir Mound and is referable to the Maurya period. It is I in. in length, made of ferruginous claystone and engraved with a spiraliform pattern all over its front surface, the back being plain and ﬂat. Like most Mauryan work, the carving is strikingly neat and precise. (Pl. 142, m.)",142-m,Bm,,1919
135,19,88,A, XXIII. Amulets and other sacred objects (nos. 129~37),"135. Sk. ’29—3,197, is a claw or tooth amulet of white marble, 2-37 in. long, with a pair of I For a crystal lion, symbolic of the Buddha, which no doubt possessed amuletic properties, see vol. I, p. 245 and P1. 49, b. It was found in stﬁpa N7 at the Dharmarajika. Porcelain- agate   478 STONE OBJECTS [CH. 25 command both of the sea-route via the Persian Gulf and Charax Spasini (Moham- merah) and of the land—route via Taxila, the Kabul valley and Herat. At a later date, when the discovery by Hippalus of the monsoon trade—winds had opened up the Red Sea route to Roman commerce, these objects no longer had to pass through Parthian hands.I Pebbles of jasper of various colours—red, green and yellowmare common in the river-beds of Rajputana, Central India and the Central Provinces, particularly those which drain the Satpﬁra Range, as well as in the son valley. Jade, comprising both jadeite and the nephrite variety, comes from the well—known mines in the Karakash valley of Eastern Turkestan ;2 nephrite jade is also found in Rewah State in Central India, and jadeite in the Tunga valley of the Pamirs and the Myitkyina district of Northern Burma. The few specimens unearthed at Taxila are more likely to have come from Eastern Turkestan, the Pamirs or Rewah State than from so far aﬁeld as Upper Burma. Of lapis-lazuli, the chief source has long been the Kokcha valley of Badakshan in Northern Afghanistan, but this stone is said vaguely to occur also in ‘ Tartary ’, Tibet and China. Turquoise was imported from Persia, where it is still quarried near Nishapur in the Khorasan Province near Kerman, and Karik, and near Mashiz.3 Amethysts are found in the Santal Parganas of Bihar and Orissa and at several spots in the Bashahr State on the Upper Sutlej ; they occur also occasionally in the Dekhan trap. But the ﬁnest specimens come from the gem-gravels of Ceylon. Garnets are found in mica schists at various places in Rajputana, notably at Rajmahal ' in Jaipur State, Sarwar in Kishengarh, Ajmer and Bhilwara; they are also found in the Darjeeling district, Sikkim, Hyderabad State and at numerous localities in the Madras Presidency. Beryl and aquamarine, which occur commonly in the granite peg- matites of India, are nowadays obtained at Padiyur in the Coimbatore district and at Vaniyambadi in the Salem district of the Madras Presidency, at Punnata in the Mysore, and in the Toda hills of the Jaipur State in Rajputana. They are also known to occur in the Nellore district of Madras and in the Hazaribagh district of Bengal. The stone to which I have given the name of porcelain-agate, because of its remarkable resemblance to porcelain, is new to geology. It is found at Taxila only in the form of round ﬂat disks, evidently used for some kind of inlay-work during the Maurya period. The disks vary from 2~3 in. in diameter, and 0-1 to 0-2 in. in thickness. The stone, which is banded, appears on one side like an opaline chal- cedony, on the other, which is brilliantly polished, as an opaque glass-like porcelain. When ﬁrst examined by experts of the Indian Geological Department, the material was taken to be an artiﬁcial porcelain, but further research has left no doubt that it is a natural stone produced, possibly in a volcanic region, by the long-continued heating of ordinary quartz. The speciﬁc gravity and chemical analysis of this stone, as well as the results of its microscopic examination, are discussed below (pp. 50 5—6). ‘ See Schoff, Periplus of the Erythman Sea, pp. 193—4. 2 Cf. M.I.C. pp. 541, 685. 3 M 1.0. p. 678. Turquoise is also said to occur in Turkestan and in the Kojent and Karatyube mountains. CH. 25] STONE OBJECTS 505 cross-holes at the thicker end. It was found in Sirkap (Block A; sq. 19-88’; stratum V) and is referable to the ‘second century B.C. Tiger-claws and teeth have long had a talismanic value in the eyes of Indians, and there is a beautiful example of one from the Bhir Mound made of lead and half—covered with ﬁligree gold. See ‘Jewellery’, ch. 30, no. 80. (Pl. 142, l.)",142-l,Sk,5,1929
136,20,59,A, XXIII. Amulets and other sacred objects (nos. 129~37),"136. Sk. ’16—149; Block A; sq. 20- 59’; stratum II. Hexagonal piece of plain rock-crystal quartz (212 in. in length), which was evidently regarded as possessing amuletic value. It is bound round with a copper band and doubtless intended to be worn round the neck. Cf. p. 145 supra. (Pls. 142, u; 147, f.) I 37. Sk. ’29—405; Block C'; sq. 44-87’; stratum III. Similar to the foregoing, but of black basanite instead of rock-crystal (length 1°37 in.). Cf. p. 193 supra. Most of the stones comprised in this class were found in the store-jar of Parthian date described on pp. 188—9 (Deposit E), the contents of which evidently formed part of a jeweller’s stock-in-trade. Some of the stones were used for ornamental inlay work in wood, ivory, etc.; others for the eyes or funds of images. No. I 38, a—f. To the former class belong the thin disks of porcelain-agate referred to on pp. 478—9 above. As there explained, these disks vary in diameter from 2 to 3 in., and in thickness from 0-1 to 0-2 in., and are polished only on the upper porcelain-like surface, not on the under— surface, which resembles opaline chalcedony. They come from the top strata of the Bhir Mound and from Sirkap, and are referable to the third and second centuries B.C.I Cf. p. 188 supra. In View of the unusual character of this porcelain-agate, hitherto unknown to geology, it is desirable to give here the results of the examination made by Prof. H. Ii. Baker at the Royal College of Science, South Kensington. An air—dried sample ﬁelded the following analysis:          % , , 98'40 * , Gains and alumina 0'99 1 Lime :1 0-12 Magnesia 0-05 This corrsapunda very closely to an analysis of natural quartz, and the micro- scopic exanﬁnation made by the Department of Geology points “to the same conclusion, though no specimen of quartz has yet been found in a natural state which has the same peculiar arrangement of crystals. Prof. Baker endeavoured to reproduce the material by heating quartz for three months in an electric furnace to about the highest temperature of a furnace which would have been available in early times. This, he says, gave an opalescent material, which, however, was not identical microscopically with the sample of porcelain-agate examined. The quartz of these disks could not have been fused, since the substance has a speciﬁc gravity of 2-64, identical with that of natural quartz, compared with 2-38, the speciﬁc gravity of melted quartz. On fusion in the oxyhydrogen ﬂame a fragment ﬁrst splits like ordinary quartz, and then fuses. 1 Their reference numbers are: Bm. ’19—1 17 (sq. 12-28’; stratum I); Bm. ’21~966 (sq. 34-118’; stratum I); Bm. ’2I—I,426 (sq. 27-64’; stratum II); Bm. ’2o—I,4o3 (sq. 18-26’; stratum II); Sk. ’30—22 (sq. 19-87’; stratum VI) and Sk. ’19—933 (sq. 59'114’; stratum II; Block D’; deposit E). 506 STONE OBJECTS [011. 25 Prof. Baker’s conclusion, as already indicated, was that the porcelain—agate was a nat'iiral substance produced, possibly in a volcanic region, by the long-continued heating of ordinary quartz. Whence it came, however, is not known. Cf. A.S.R. (192mm), pp. 45—6.",,Sk,2,1916
139,,,D," XXIV. Stones for inlay, incrustation, etc. (nos. 138, a—f, 139)","139. Other stones that are also used, but at a later date, for the same kind of disks or roundels for inlay and incrusted work, are veined agate, rock-crystal and jade. Most of the specimens of these that we possess come from the jeweller’s store-jar found in Deposit E of Block D’ (Sk. ’19—933, stratum II) and belong to the Parthian period.I Some specimens of the agate pieces are illustrated in P1. 147, h, j—m, o, p. All are plano- convex, the round disks being from 1-37 to 1-62 in. in diameter, the amygdaloid piece 262 in. in length. Dating as they do from the ﬁrst century A.D., these specimens of agate are interesting in connexion with Pliny’s description of the myrrhiua vasa, since they illustrate precisely what he means when he says that some of them contain crystals and depressed spots that look like warts.2 Of the rock~crystai pieces, one is round (diam. 1-62 in.) and two oval (length 0-93 and 1-37 in. respectively). Since reekverystal was transparent and colourless, it is probable that silver or gold foil was put at the back 0f the crystal, just as silver foil was put at the back of carbuncles to enhance their brillianey’. Of jade, only two pieces have been found, both in the jeweller’s store-jar. One is a ﬂat lentieuiar piece with a hale in its middle (diam. 1-75 in), the other a broken disk (length 1.87 in). A much ﬁner kind of inlay is represented by a number of small hits 01"" turquoise cut into various shapes—hearts, commas, crescents, circles, etc. These turquoise pieces also come from the same jeweller’s hoard, and were no doubt designed for cloisonné jewellery. Cf. for examples, ‘Jewellery’, ch. 30, nos. 56—8, 137—40, 167—8. No. 140, a is the eye of an image (diam. 1 in.) made of lapis-lazuli inlaid with a circle of shell. It is of the Parthian period and from the same jeweller’s hoard as the preceding. Cf. A.S.R. (1919), P1. VIII, 8. (Pls. 142,p; 203, 2'.) Nos. 140, b and c are spherical umds of rock-crystal, of which many other examples have been found; the former has a diameter of I in., the latter of 0-68 in. Both come from the Dharmarajika Stﬁpa, and are probably of the fourth or ﬁfth century AD. For stone eyes of Greek and Roman images, cf. Dar. et Sag. IV, 14.92, ﬁg. 6614. Cf. p. 188, no. 16 supra. (Pl. 147, e, 2'.) ‘Copper and Bronze’, ch. 28, Claser Small moulds for the casting of metal ornaments were in use at Taxila from an early age—«at least from the ﬁfth century 3.0., but only one example of them (no. 141) has been found in the Bhir Mound. This is a mould for two pendent beads, cut out of a ﬁne bloched grey slate. The rest come from the Sirkap site, and are made of various stones—claystone, limestone, slate, steatite, grey schist and micaceous-schist, the two earliest, Which are referable to the Bactrian-Greek period, being of claystone and steatite. Ten of these Sirkap moulds are for pendants, ﬁnger-rings and other small personal ornaments, while two are for the small metal pieces—dots, commas, crescents, lozenges, etc., required in inlay work. The former are found in all the 1 Cf. also no. 100 supra. 2 Pliny, XXXVII, 7, 8; Schoﬁ, Periplus, p. 194. wax mwreamiw   .mmawmmmwwmﬂﬂw«1.111112%   CH. 25] STONE OBJECTS 507 Sirkap strata from the time of the Bactrian-Greeks onwards; the latter only during the Parthian period, when inlay—work ﬁrst became fashionable.",147-e-2',Bl,2,1919
141,28,65,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","141. B111. ’30—1,o48; sq. 28-65’; stratum IV. Half of a slate mould engraved with two ball— and—crescent pendants for necklace. Size, 143 x 1 x 0-37 in. The slate is a ﬁne blotched grey variety. (P13. 142, w; 147, q.)",,,4,1930
142,,,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","142. Sk.’ 29—3,153 , Block A’; sq. I 5 93'; stratum VI. Part of a claystone mould for a pair of ﬁnger-rings; size 2 62 x 1 75 x o 5 in. One of the rings is adorned with six plain ﬂat bezels; the other with a single bezel and beaded edge. Presumably there were two other pieces belonging to this mould, one for the front with round bosses for the interior of the rings, the other closing up the back. (Pl. 142, y.)",142-y,Sk,6,
143,15,92,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","143. Sk. ’28 —270; Block A’; sq. 15- 92’ ; stratum V. Mould of grey-green steatite, engraved with small beaded medallion. Length 137 in. The mould is pierced with two holes for adjustment to the other section. (P1. 142, x.)",142-x,Sk,5,1928
144,27,88,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","144. Sk. ’29—891; Block A’; sq. 27'88’; stratum III. Similar, of purple-brown sandstone, with crescent, star, ‘shield’ and other designs engraved on one side. Size 37 5 x 3-2 5 x 087 in. Cf. p. 195 supra. (P1. 142, r.)",142-r,Sk,3,1929
145,106,50,G," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","145. Sk. ’26—2, 543; Block G; sq. 106- 50’; stratum III. Similar, of micaceous schist, with lotus and star ornaments. Size 2- 5 x 2 in. Cf. p. 169 supra; A.S.R. (1926), P1. XXVIII—I3, and p. 118, no. 13. (Pls. 142, u; 203, c.)",,Sk,3,1926
146,,,F," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","146. Sk. ’13—826; Block F; sq. 91 66’; stratum III. Similar, of claystone, for two ﬁnger- rings. As in no. 142, the mould appears to have been 1n three pieces. Size 2 25 x I 87 in. Cf. p. 166 supra. (P1. 142, v.) 147, a, b. Sk. ’19~615, and 616; Block D'; sq. 58'115’; stratum II. Two pieces of limestone 1116131121 fer a pair of ear-pendants. Size 1'5 x 112 in. On the back of a is a Kharoshth1 inscrip— £11111: {Ia . Gay afasam‘Of Gayala’. On the back of 1) 18 another Kharoshth1 inscription, but it 1511131 1eg1111e $135 CIUI V01. 11:, part I, p. 102, no 13; p. 190 supra. (Pls. 142, [712, cc; 203,d, e.) "" L [111:1 D'; Deposit E. From jeweller’ s store-jar. Half of mould of I are (if Simka Vahim(?) riding side- saddle on her vehicle the lion, right hand. Length I 37in. Cf. A. S.R. (1919), P1. X, 28. heard see vol.1, pp.188v9, and no. 100 supra and footnote.      ",142-v,Sk,3,1913
14,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","14.9 Skf’ Ismaea SpeiI earth. Mould of slate for small medallion, with nandz‘pada in centre encircled by beaded 1:111:11: Size 1- 37 x o 75 in. (P1.142, s.)",P1.142-s,Sk,,
150,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","150. Sk. 304911. Spoil earth. Half of a slate mould for a pair of small ring-pendants. 2‘75 x 1- 5 in. At the other end of the mould, which is broken, is a remnant of the engraving for two ball beads or pendants. (Pl. 142, aa.)",142-aa,Sk,,
151,51,78,C," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","151. Sk. ’14—375; Block C’; sq. 51'78’; stratum II. Section of mould of micaceous schist, with heart, dot-and-comma, leaf and other patterns sunk on one side for the casting of metal dies. 425 x 1-37 x 0-62 in. Cf. p. 193 supra; A.S.R. (1914), P1. XXVII—6, p. 16, no. 3; and for the use to which this and the following moulds were put, see ‘Copper and Bronze’, ch. 28, Class V, infra. (Pls. 142, z; 203, f.)",,Sk,2,1914
152,24,77,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","152. Sk. ’17—6 5; Block A’; sq. 24-77’; stratum II. Similar to foregoing, of micaceous schist, with devices on all sides. Length 3-25 in. This appears to have been part of a vase rim con— verted into a matrix. “Cf. p. 195 supra. (P13. 142, dd; 203, g.) 3 CLASS XXVII. Miscellaneous (nos. 153—65) 1 5 3. This is a perfume-holder of agate from the Mahal site in Sirkap and is referable to the Parthian period. (Ml. ’23—90; sq. 6384’; 2 ft. 6 in. below surface.) Its length is 1275111., and the long handle is made up of fourteen pieces of agate strung together 'on a thin iron rod. The 508 STONE OBJECTS [CH. 25 beauty of the polished agate is very striking and well explains why the Romans set such store on the myrrhina 71am made of this stone. (Pl. 147, s.) I 54. An oblong die of slate with the numbers I to 4 shown by small circlets on the four sides, no. 1 being opposite to no. 4 instead of no. 3, as is usual in the dice of this period. Length 275 in. Sk. ”20—416; Block B’; sq. 31-86’; stratum II. Cf. ‘Bone and Ivory’, ch. 32, nos. 92—8, and ‘Terra-cottas’, ch. 24, nos. 122—5; also p. 194 supra. (Pl. 142, kk.) I 55. J1. ’13—72; Mound C; 5 ft. below surface. Circular stand of green jasper from Jandial, turned on the lathe and highly polished, the workmanship being particularly ﬁne. Diam. 3 in. Probably of the Parthian period, though the ﬁndspot would point to a later date. (Pl. 142, ff.)","147-s, 142-kk, 142-ff",Sk,2,1917
156,47,94,C," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’, ch. 24, Class XXII;","156. Sk. ’30—547; Block C’; sq. 47-94’; stratum VII. Handle of mirror(?) 2-75 in. in length. It is made of dark grey hornblende—schist, and provided at the smaller end with a socket—hole for tenon. Found at a depth of 19 ft. and, unless a stray, is referable to the Bactrian- Greek or Maurya period. (P1. 142, ML.)",142-ML,Sk,7,1930
