,X,Y,block,class,description,plate,site,stratum,year
127,162,107,K, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"127. Sk. ’15~348; Block K’; sq. 162-107’; stratum II. Capital of a miniature pillar of Persepolitan design, composed of four hulls, sitting back to back. Length 3 in. The capital is pierced with a vertical hole through its centre. The modelling is rough but vigorous; the clay badly burnt. This capital, which belongs to the Parthian period, furnishes us with an early example of a motif which was to become a favourite one among the ﬁfth—century stuccos at Taxila. Cf. p. 180 supra; 11.5.12. (1915), P1. VIII, e. (Pl. :35, dd.) An interesting type of personal ornament, found chieﬂy in the Bhir Mound, takes the form of a round medallion or bulla of terra-cotta, usually convex on its outer side and decorated with reliefs. Some specimens are provided with one or two small holes for attachment, pierced either from back to front or transversely across the face. Other specimens have no holes at all. In the simpler kinds the decoration consists of rosettes or circular beaded mouldings; in the more elaborate ones the beaded circles are centred with human masks or ﬁgures in relief Or with a geometric design. What purpose these medallions served is uncertain. Possibly they may have been in the nature of amulets, like the bullae which Roman boys wore as a protection against the fascination of the evil eye; or they may have been simple ornaments (possibly some were ear—rings) without any particular talismanic signiﬁcance. Whether they were of Indian or foreign origin is open to question, but it is noteworthy that the human masks are characteristically Greek, while the relief of the lion attacking a bull is certainly not Indian. For imitation jewellery made of terra-cotta, cf. B.M. Cat. of jewellery, Pl. XLII.",:35-dd,Sk,2,1915
128,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"128. Bm. ’24—596; sq. 16- 54’; stratum III. Bulla of greyish red terra-cotta, with rosette on face centred by raised boss; transverse hole at the back for string. Diam. 0'7 5 in. (P1. 13 5, w.)",13 5-w,Bm,3,1924
129,34,30,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"129. Bm. ’24—691; sq. 34-30’; stratum II. Similar to preceding, but with a transverse hole on the raised boss in front instead of at the back. Diam. 075 in. (P1. 135, x.)",135-x,Bm,2,1924
130,26,29,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"130. Bm. ’2o—I,344; sq. 26'29’; stratum II. Bulla of greyish terra-cotta adorned with rosette in relief; pierced from back to front with two holes. Diam. I in. (P1. 135, z.)",135-z,Bm,2,
131,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"131. Bm. ’24—506; sq. 16'54’; stratum III. Similar, but larger and with eight-petalled rosette. Diam. 1-37 in. Two holes from back to front. Of buff clay. (Pl. I 3 5, ca.) 131, a. Bm. ’21—280. The mould from which the preceding was made. (P1. 135,176.) CH. 24] TERRA—GOTTA AND CLAY OBJECTS 461 More elaborate geometric designs are provided by nos. 132—4. Although not identical, the ihree designs are closely akin, consisting of a series of concentric bands enriched with beaded cable or toothed patterns and centred with a six- petalled ﬂower or other hexagonal device.","I 3 5-ca, 135,176",Bm,3,1924
132,13,58,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"132. Elm. ’24ﬂ585; sq. 13-58’; stratum III. Half of a bulla of grey—buﬁ clay. Diam. 225 in. Concentric beaded circles with cable border and hexagonal device in centre. (P1. 1 3 5, cc.) I33. Bm. ’24—596; sq. 16'54'; stratum III. Similar, but ornamented with beaded border and hexagonal device in centre. Diam. 1-2 5 in. The outer bands of this ornament are missing. Of pale red clay. (P1. 13 5, ee.)","1 3 5-cc, 13 5-ee",Bm,3,1924
134,16,59,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"134. Bm. ’24—279; sq. 16- 59’; stratum II. Terra-cotta mould for making bullae, similar to preceding. Diam. 2-12 in. Six-petalled ﬂower surrounded by beaded, toothed and cable bands. (Pl. 135,ﬂ.) In the following specimens, the geometric devices in the centre are replaced by human masks or animals, the former of which look as if they might have been copied from Greek coins or gems. I3 5. Bm. ’24—596; sq. 16-54’; stratum III. Medallion of greyish black terra—cotta, with human mask in centre surrounded by beaded circles. Diam. 2 in. Near the centre are two holes, from back to front, for a thread. Slightly broken. A.S.R. (1924), P1. VIII, c. (P1. 13 5, gg. 2)","135,ﬂ, 13 5-gg. 2",Bm,2,1924
136,111,61631111111111111,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"136. Dh.’ 13— I ,71;3 G6; 3 ft. 6in. below surface. Medallion of grey tetra-cotta, Withahead in high relief. Diam.1 62 1n. The head is shown full face with ﬂowing locks parted 1n the middle. It may be a head either of Apollo or of Alexander the Great, and may well have been copied from a contemporary Hellenistic coin type. Cf. p. 258, no. 6 supra. (P1. 13 5, gg, 1.) ’WO other medallions from the same mould were found at the Dharmarajika Stﬁpa, viz. 23h 16-«781 (no 136, a) and Dh.’ 13—1, 863. (Pl. 138, h, i) 137 13111 awe-416; sq. 111-61631111111111 III. Bulla of red terra-cotta. Diam.1 75 in. On CGIWSX Siiis, 111111111 1‘ d herder, relief 6f lion killing a bull. Two holes from back to front","13 5-gg-1, 138-h-i",Dh,,
1111111111111,,,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"111111 1111111. This _ 31111111111111 relief such as may have been imitated by the 161$?me {if 56 hi 1116 1111111 ﬂieCisllions 6n the balustrade of the second stupa, where 166 111111 111611 _ 138 11, 16 B111 24 116,. 11; 1111:. 16 54’; stratum III (316866111 of tetra-cotta, perhaps an ear- pendsnt,wi1h 669.666 661611.1363111 1 2 5 in. Two small holes for suspension. The mould of this, 33111. 5613, 5am I 38 a, was also found near by it (P1. 136, b, h.) 139 Bm 2o-1,510; sq. 31~'49; stratum II. Spiraliform ear-ring of light red clay, similar 1n shape to the carnelian specimen, Bm. 1,132. Size 1 x 0-68 1n. (Pl. 136, i.) All the necklace beads of terra—cotta are from the Bhir Mound. There are no specimens from Sirkap or other sites. With the exception of no. 141, all were found in one group, the probable date of which is c. 300 B. C. Cf. ch. 37, pp. 742w3. 14o. Bm. ’24;—598 sq. I6 -’;54 stratum III. Grey tetra-cotta bead with pointed knobs all round, rather like a mace-head. (Pl. 136g.)","136-b-h, 136-i, 136g",Bm,3,1924
141,3,36,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"141. Bm. 2’4—628, sq. 3o 36’; stratum II. Pyramidal pendant of terra-cotta, square in section with vertical hole for threading. Length 0-75 in. (P1. 136, c.)",136-c,Bm,2,
142,16,5,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"142. B111. ’;24—602 sq. 16- 5'4 stratum III. Terra-cotta pendant in the shape of a pome- granate; a hole at base of fruit for suspension. Length 0-87 1n. (Pl. 136, j.)",136-j,,3,
143,,,, XXI. Decorative pieces and personal ornaments (nos. 126—4 5),"143. Bm. ’24;—601 sq. 16- -54"" , stratum III. Three pendants of terra- cotta with holes for suspension. Irregular shape, in imitation of coral. Traces of red wash. Length I 12 in. (P1. 136, e.) MT 59                           Ear-pendant and ear-ring Necklace pendants and beads Figure moulds Coin moulds     462 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 144,. Bm. ’24—599; sq. 1654'; stratum III. Nine necklace beads of grey terra—cotta in the form of an inverted flower.I Length 0-35 in. Two transverse holes for threading. (Pl. I 36, d, 0.) I45. Bm. ’24.~699; sq. 16'54’; stratum III. Eleven necklace beads of grey and buff—red terra»cotta, evidently in imitation of the familiar spacer beads of Greek necklaces. Two holes for threading. Length 075 in. Cf. ‘Iewellery’, ch. 30, nos. 56—8. (Pl. I 36, f, 0.) ‘ Copper and Bronze’, ch. 28, Class V In addition to those noticed above, viz. nos. 36, 44, I34 and 138, a, the following moulds are of interest:","136-e, I 36-d-0, I 36-f-0",Bm,3,1924
146,,,," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","146. Sk. ’I7w772; alongside the city wall; stratum IV. Mould of female ﬁgure, standing. Height 287 in. Hair and veil fall on either side of head. Elaborate head-dress, heavy necklace and armlets. Of the ﬁrst century 13.0. {PL 136, l.)_",,Sk,4,
147,,,," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","147. Dh. ’IS-I,O’70; debris. Terra‘cotta mask, perhaps of a Buddha head. Height 3-25 in. Cf. A.S.R. (1915), Pl. 111,4. (Pl. 136, k.)",136-k,Dh,,1970
148,116,12,," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","148. Dh. ’31-«Io; sq; 116*12’; to it. 8 in. below surface. Terracotta mould of a female ﬁgure ornamented and draped. She is standing on a makara and most probably represents Gangi (the Ganges river). Length 47 in. Fine work of the late medieval period. Cf. p. 284 supra. (Pl. I36, n) , From Sirkap there come also a number of moulds which appear to have been used by ancient coin—forgers, just as such moulds are used by present-day forgers. The moulds take the form of ﬂat circular tablets of terra-cotta, with the impress of half a d0zen or a dozen coins in each, the coins being those of the Saka kings, Maues and Azes II. The moulds themselves appear to date from the closing years of the Parthian rule at TaXila, when the kings whose coins are ﬁgured on them had long since passed away. It is well known, however, and there is abundant evidence at TaXila itself to show, that these and many other coins, some even older than the issues of Maues, continued in circulation throughout the Parthian period, and no doubt the forgers, whoever they were, found it safer to copy the older issues rather than to forge the current coins of the realm. Cf. A.S.R. (1912*13), pp. 34—5 and P1. XXX, f. In 3‘.B.O.R.S. (June 1936), vol. XXII, pt. II, K. P. Jayaswal expresses the View that some similar moulds found at Rohtak were used in the government mint, but the impressions of the coins of Maues and Azes II in this collection from TaXila make it virtually certain that the moulds were part of a forger’s plant. For similar moulds used for the casting of Roman coins, cf. Num. Chron. (1871), pp. 28 ff. The following are typical specimens.",I36-n,Dh,,1931
149,189,71,L," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","149. Sk. ’I4—2,4o6; Block L; sq. 189-71’; stratum II. Fragmentary mould of red terra- cotta with portions of ﬁve impressions of a coin of Maues exhibiting a caduceus with Greek legend. Length 3-25 in. Black paint on inner face, perhaps of graphite, which would help the casting. For the coin, cf. I .M. Cat. 1, p. 38 and P1. VIII, 1. (Pl. 136, m.)",136-m,Sk,2,
150,,,," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","150. Sk. ’12~AI, a. From same spot. Circular mould of light red terra-cotta, containing twelve impressions. Diam. 4 in. Eight of the impressions represent King Azes II on horse- ‘ For a very similar design in a head of opaline white glass, cf. H. Beck, Beads from Taxila, Pl. IX, 1. , ewrwmrwan a» .       CH. 24.] TERRA-GOTTA AND CLAY OBJECTS 463 back; the rest show Pallas, with spear and shield. There is a channel at the edge for pouring in the molten metal. Cf. pp. 177, n. 2, 210 supra; A.S.R. (1912), P1. XXX,f(2). (Pl. 136, p.)",136-p,Sk,,1912
151,,,," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","151. Sk. ’x2—«A1, a. From same spot. Similar. Diam. 4.12 in. (Pl. 136, q.)",136-q,Sk,,
152,,,A," XXII. Moulds (nos. 146—52). Cf. ‘ Stone’, ch. 25, Class XXVI;","152. Sk. ’12——AI, a. From same spot. Similar but with six impressions only. Diam. 3 in. (P1. 136, 1'.) Among the many objects of earthenware from the Bhir and Sirkap Mounds it remains only to describe certain small votive or ritual tanks of a kind Virtually new to Indian archaeology. These tanks do not number more than ﬁfteen in all, inclusive of fragments, and out of this number four were found, as already stated,I alongside the base of the small stﬁpa in the Parthian palace of Sirkap, where they were still evidently occupying the places where they had originally been dedicated; a ﬁfth was lying loose in the debris near by, and two others were found in the court— yard of the stﬁpa in Block A. As there are grounds for believing that these two stﬁpas were Jaina rather than Buddhist structures, and as none of the tanks has been found at any of the innumerable Buddhist stﬁpas at Taxila, it is not unreason- able to surmise that they were particularly connected with Jaina ritual. Earliest type a. In the earliest form represented at TaXila the votive tank consists merely of a round bowl with a number of miniature saucer-shaped lamps round its rim. Three specimens only of this type have been found: two in the Bhir Mound, and one in the lowest stratum of Sirkap. They are assignable to the third and second centuries B.C. In the Bhir Mound examples the rim is not ﬂattened; in the Sirkap example it is.",136-1',Sk,,1912
153,24,60,, XXIII. Votive or ritual tanks (nos. I 53—63),"153. Bm. ’20~I,I,67; sq. 24:60’; stratum II. Part of an earthenware votive tank in the form of a bowl with verticalrim surmounted by tiny saucer lamps. Diam. 6° 5 in. Three out of eight of the lamps have survived. Of red clay mixed with bajn‘. Traces of red wash. (P1. 136, t.)",136-t,Bm,2,1920
154,,,C, XXIII. Votive or ritual tanks (nos. I 53—63),"154.. Sk. ’3o~312,; Block C’; sq. 52’88'; stratum V. Earthenware cup with narrow base and four out of eight tiny lamps on its splayed and ﬂattened rim. Diam. 5-75 in. Of pinkish red clay. (P1. 136, s.) ‘ I Type I). In a second type, which is found only among the later remains in Sirkap, the tank takes a square instead of a circular form; there are four instead of eight lamps—one on each corner of the rim, and perched midWay between the lamps are four birds with outspread wings. Inside the tank is a ﬂight of steps sometimes set against one of the sides, sometimes standing out from it, while on the bottom are aquatic creatures—eels, frogs and tortoises—and a low protuberance, on which, in one example (no. 158), a bird is perched.",136-s,Sk,5,1988
155,156,49,K, XXIII. Votive or ritual tanks (nos. I 53—63),"155. Sk. ’24—1, 526; Block K; sq. 156-49'; stratum II. From shrine in royal palace. Ritual tankvsurmounted by small lamps at the four corners. Traces of birds perched on the rim between the lamps, and a ﬂight of steps in one corner. Bottom broken. Of red coarse clay mixed with bajri. Size 1475 x 14 in. Cf. supra, pp. 173—4 and A.S.R. (1924), P1. XIII, 2, 3. (Pl. 136, u.)",136-u,Sk,2,1924
156,,,K, XXIII. Votive or ritual tanks (nos. I 53—63),"156. Sk. ’24—1, 528. From same spot as preceding. Similar to no. I 5 5, but the birds and 1 Cf. ch. 5, pp. 173—4. 59-2 Three types of tank 464 TERRA—GOTTA AND CLAY OBJECTS [011. 24 4 lamps are better preserved. Vertical steps near middle of one side, instead of 1n corner. 1 Bottom missing. Of coarse red clay mixed with bajrr’. Size 12 x 11- 5 in. (P1 136, u.) 157 Sk’14a383; Block K; sq. 160 -""45 , stratum II Similar, but with steps standing out from side near one corner Aquatic creatures on bottom Coarse red clay mixed with bujrz‘. 1 I Size 1025X975in. Cf. pp. 173—4 supra; AWSR (1914), P1 xx11, 56. 4 Type 6. The third type is more elaborate. On one side of the tank 18 a small shrine with a primitive- -looking idol of a goddess either inside or in front of it. In 4 most examples the shrine is placed on the rim of the tank, with two small posts to 44 support its front, and there is a ﬂight of steps descending from one side of it to the bottom of the tank (nos. 158—9). Generally the idol stands beside the steps about half an inch above the ﬂoor; but in one example (no. 160) the shrine itself is placed on the ﬂoor of the tank with the idol inside it. 4 Usually the shrine IS in the form of a rectangular chamber, shallow from front 4‘ to back and with or without a pillar 1n the middle of the facade. In one example, ‘ however (no. 161), which comes from stratum III, the shrine is deeper and pro- vided with a high-pitched roof; and in another still earlier example (no. 163) the 4 tank, which may have been circular, was divided by cross walls into quarters, and 4 a circular shrine was set on the dividing walls at the point of intersection. 4 ' The idols belonging to the shrines closely resemble some of the primitive ﬁgurines of the Nude Mother or Earth goddess type, with arms tapering to points at the elbows, ﬂattened bodies and no legs. See above Class I, a, nos. 1—5. V 158. Sk. ’15—71 5; sq. 25-66’; stratum II; from court of Block A. Votive tank of terra—cotta with a double-chambered shrine at one side. 1 1-12 x 1 1 in. A ﬂight of steps descends from the shrine to the bottom of the tank, and by its side stands a female idol. Near the middle of the tank is a low protuberance on which a bird is perched. In other respects the tank is similar to those already described. Cf. p. 145, n. 5 supra; A.S.R. (1924—5), p. 50. (Pl. 136, w.)",136-w,Sk,2,1924
159,159,104,K, XXIII. Votive or ritual tanks (nos. I 53—63),"159. Sk. ’I5——718. From same spot as preceding, and similar to it, but the shrine is single- chambered and the rim of the tank is scalloped. On the ﬂoor are eels or water-snakes, a ,4 tortoise and a frog, as well as a small protuberance near the foot of the steps; 10-5 in. square by 2-25 in. deep. Cf. A.S.R. (1924—5), p. 50. (P1. 136, x.) 4 I60. Sk. ’15—412; Block K’; sq. 159-104’; stratum II. Similar to preceding, but the shrine 44 is set on the ﬂoor of the tank, and the idol is inside it; IO >< 9-75 in. Cf. p. 180.     The follOwing are fragments only:",136-x,Sk,2,1915
4161,14,96,1, XXIII. Votive or ritual tanks (nos. I 53—63),"4 161. Sk. ’29—1,235; Block 1’; sq. 14-96’; stratum III. A square terra—cotta hut With pitched 44 roof and four steps in front. Height 4-75 in. Originally it was attached to the side of a ritual l: tank. Cf. p. 196 supra; A.S.R. (1915—16), Pl. VIII, a. (P1. 136, 7).) I62. Sk. ’14—98; Block K; sq. 168-47’; stratum II. Triangular shrine of terra—cotta belonging to a ritual tank. Height 3 25 in. At the back, on the underside, is a sunk groove where it ﬁtted on to the rim of the tank. Cf. p. 173 supra. (Pl. 1 36 y.)","136-7, 1 36 y",Sk,3,1929
