,X,Y,block,class,coord,description,plate,site,stratum,year
111,,,, XVIII. Rattles (nos. 108—18),,"111, a. Dh. ’15—1,274; mon. court A; 10 ft. below surface. Similar, but without standard base or feather markings. Length 4. in. CH. 24] TERRA—GOTTA AND CLAY OBJECTS 459",,Dh,,1915
112,106,80,G, XVIII. Rattles (nos. 108—18),"106,80","I 12. Sk. ’15—466; Block G’; sq. 106-80’; stratum II. Toy rattle of red terra—cotta in anthro- poid form, with spherical body, two arms and three legs. Head missing. Length 237 in. Cf. p. 181 supra.",,Sk,2,1915
113,155,44,K, XVIII. Rattles (nos. 108—18),"155,44","I 13. Sk. ’28—2, 527; Block K; sq. I 5 5-44’; stratum II. Terra-cotta rattle in the form of a ram. Legs missing. Very rough workmanship. Height 2-75 in. Cf. p. 176 supra.",,Sk,2,1928
114,,,, XVIII. Rattles (nos. 108—18),,114. Dh. ’16—23 5; mon. court A; 2 ft. below surface. Terra—cotta rattle in the form of a tortoise. Head missing. Height 312 in. Cf. p. 278 supra.,,Dh,,1916
115,11,97,1, XVIII. Rattles (nos. 108—18),"11,97","115. Sk. ’29—2,612; Block 1’; sq. 11-97’; stratum V. Pomegranate-shaped rattle of reddish buff clay, with a hole through neck for string. Length 262 in. Slightly damaged. (P1. 13 5, r.)",13 5-r,Sk,5,1929
116,19,86,, XVIII. Rattles (nos. 108—18),"19,86","116. Sk. ’29-3,186; sq. 19-86’; stratum IV. Similar, of grey black clay. Length 275 in.",,Sk,4,1929
117,,,, XVIII. Rattles (nos. 108—18),,"1 17. J1. ’13—41; Mound C; 3 ft. below surface. Toy rattle of red terra-cotta in the shape of a squat vase, with the neck ending in an animal’s head. Cable pattern round shoulder and base of neck. Height 2-25 in. Cf. p. 224 supra. (Pl. 135, s.)",135-s,,,1913
118,,,, XVIII. Rattles (nos. 108—18),,"118. J1. ’13—44; Mound C; 3 ft. below surface. Similar to preceding, but with short wide neck. Height 2-25 in. Traces of mica-wash. Cf. p. 224 supra. Whistles were made in the form of sling bullets or barrel-shaped beads or miniature vases with the mouth sealed. In the ﬁrst type there is a hole at each end and a third hole in the middle of the body; in the two latter types, there are three holes on one side of the body, one large and two small. No specimens of whistles have been found in the Bhir Mound site. It looks, therefore, as if they were a foreign import.",,,,1913
119,35,85,B, XIX. Whistles (nos. 119—21),"35,85","119. Sk. ’29—2,620; Block B’; sq. 3 5-85’; stratum VI. Hand—made whistle of reddish buff clay, in the shape of a sling bullet, with a hole at either end and a third hole in the middle of the body. Length 2.5 in. Cf. p. 127 supra. (Pl. 135, t.)",135-t,Sk,6,1929
120,44,93,C, XIX. Whistles (nos. 119—21),"44,93","120. Sk. ’29—2,964; Block C’; sq. 44-93’; stratum IV. Hand-made whistle of reddish buff clay; barrel-shaped, with collared ends. One hole at either end and one in the centre. Length 15 in. (P1. 135, u.)",135-u,Sk,4,1929
121,,,, XIX. Whistles (nos. 119—21),,"121. Dh. ’17—66; mon. court A; 9 ft. below surface. Whistle of black clay in the shape of a narrow-necked vase with three holes on the same side of the body, one large and two small. Height 262 in. Cf. p. 278 supra. (Pl. 135, 7).) Playing-dice of terra-cotta are relatively rare, the materials commonly used for their manufacture being bone or ivory (cf. ch. 32, pp. 662—3). The only advantage of terra-cotta was its cheapness. Of whatever material they are made, the dice are always oblong in shape like the modern Indian dice, never cubical; and they are marked on the four long sides with the numbers I, 2, 3 and 4. From the Bhir Mound only one die of terra-cotta has been recovered, viz.:",135-7,Dh,,1917
122,,,, XX. Playing-dice (nos. 122—5),,"122. Bm. ’13—159; stratum II. Oblong playing—die of terra-cotta, with the numbers 1, 2, 3 and 4 on consecutive sides, 1 being opposite to 3, and 2 to 4. Of coarse red clay mixed with lime and sand. Length 25 in. (P1. 13 5, y, 3.)",13 5-y-3,Bm,2,1913
123,121,49,H, XX. Playing-dice (nos. 122—5),"121,49","123. Sk. ’26—1,999; Block H; sq. 121-49’; stratum II. Similar, with small circlets to indicate numbers, and cross-lines between them. Length 2- 5 in. Cf. p. 169 supra. (P1. 13 5, y, 1.) Whistles Dice Architectural pieces Ornamental medallions or bullae   46o TERRA—GOTTA AND CLAY OBJECTS [011. 24",13 5-y-1,Sk,2,1926
124,,,G, XX. Playing-dice (nos. 122—5),,"124. Sk. ’17—514; Block G; sq. 100°58’; stratum II. Similar, but circlets centred with point. Length 25 in. Cf. p. 168 supra. (Pl. 135, y, 2.) 125. Sk. ’29—3,166; Block 1’; sq. 13'92’; stratum VI. Similar to no. 122, but with 1 opposite to 4 instead of 3. Length 2- 5 in. (P1. 13 5, y, 4.)","135-y-2, 13 5-y-4",Sk,2,1917
126,72,51,E, XXI. Decorative pieces and personal ornaments (nos. 126—45),"72,51","126. Sk. ’13—1,331; Block E; sq. 72-51’; stratum III. Terra-cotta pillar with Corinthian capital and circular moulded base. Height 6-25 in. The shaft is relieved by a moulded band near its middle and the ﬂutings take the form of eight countersunk panels above and below this band. The shaft has a circular hole through its middle, and the top of the abacus is relieved by concentric circles with a ﬁnely moulded contour. Of purple red, ﬁnely levigated, clay. The horizontal mouldings were turned on the lathe after ﬁring. In this and other respects, the workmanship is more than usually reﬁned. The pillar dates from about the beginning of the Christian era. Cf. p. 161, no. 3 supra; A.S.R. (1912), P1. XXIII, c. (P1. 135, hh.)",135-hh,Sk,3,1913
127,162,107,K, XXI. Decorative pieces and personal ornaments (nos. 126—45),"162,107","127. Sk. ’15—348; Block K’; sq. 162-107’; stratum II. Capital of a miniature pillar of Persepolitan design, composed of four bulls, sitting back to back. Length 3 in. The capital is pierced with a vertical hole through its centre. The modelling is rough but vigorous; the clay badly burnt. This capital, which belongs to the Parthian period, furnishes us with an early example of a motif which was to become a favourite one among the ﬁfth-century stuccos at Taxila. Cfg’p. 180 supra; A.S.R. (1915), P1. VIII, e. (P1. 135, dd.) An interesting type of personal ornament, found chieﬂy in the Bhir Mound, takes the form of a round medallion or bulla of terra-cotta, usually convex on its outer side and decorated with reliefs. Some specimens are provided with one or two small holes for attachment, pierced either from back to front or transversely across the face. Other specimens have no holes at all. In the simpler ""kinds the decoration consists of rosettes or circular beaded mouldings; in the more elaborate ones the beaded circles are centred with human masks or ﬁgures in relief or with a geometric design. What purpose these medallions served is uncertain. Possibly they may have been in the nature of amulets, like the bullae which Roman boys wore as a protection against the fascination of the evil eye; or they may have been simple ornaments (possibly some were ear-rings) without any particular talismanic signiﬁcance. Whether they were of Indian or foreign origin is open to question, but it is noteworthy that the human masks are characteristically Greek, While the relief of the lion attacking a bull is certainly not Indian. For imitation jewellery made of terra—cotta, cf. B.M. Cat. of jewellery, Pl. XLII.",135-dd,Sk,2,1915
128,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","128. Bm. ’24—596; sq. 16- 54’; stratum III. Bulla of greyish red terra-cotta, with rosette on face centred by raised boss; transverse hole at the back for string. Diam. 0-75 in. (P1. 13 5, w.)",13 5-w,Bm,3,1924
129,34,3,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"34,3","129. Bm. ’24—691; sq. 34j3o’; stratum II. Similar to preceding, but with a transverse hole on the raised boss in front instead of at the back. Diam. 0-75 in. (P1. 135, x.)",135-x,Bm,2,1924
130,26,29,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"26,29","130. Bm. ’2o~1,344; sq. 26-29’; stratum II. Bulla of greyish terra—cotta adorned with rosette in relief; pierced from back to front with two holes. Diam. I in. (P1. 13 5, z.)",13 5-z,Bm,2,
131,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","131. Bm. ’24—506; sq. 16- 54’; stratum III. Similar, but larger and with eight-petalled rosette. Diam. 1-37 in. Two holes from back to front. Of buff clay. (Pl. 1 3 5, aa.)",1 3 5-aa,Bm,3,1924
131,,,, XXI. Decorative pieces and personal ornaments (nos. 126—45),,"131, a. Bm. ’21—280. The mould from which the preceding was made. (Pl. 135,.bb.) CH. 24] TERRA-GOTTA AND CLAY OBJECTS 461 More elaborate geometric designs are provided by nos. 132—4. Although not identical, the three designs are closely akin, consisting of a series of concentric bands enriched with beaded cable or toothed patterns and centred with a six- petalled ﬂower or other hexagonal device.","135,.bb",Bm,,1921
132,13,58,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"13,58","132. Bm. ’24—585; sq. 13-58’; stratum III. Half of a bulla of grey—buff clay. Diam. 2-25 in. Concentric beaded circles with cable border and hexagonal device in centre. (Pl. 135, cc.)",135-cc,Bm,3,1924
133,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","133. Bm. ’24—596; sq. 16-54'; stratum III. Similar, but ornamented with beaded border and hexagonal device in centre. Diam. 1-25 in. The outer bands of this ornament are missing. Of pale red clay. (Pl. 13 5, ee.)",13 5-ee,Bm,3,1924
134,16,59,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,59","134. Bm. ’24—279; sq. 16- 59'; stratum II. Terra-cotta mould for making bullae, similar to preceding. Diam. 2°12 in. Six-petalled ﬂower surrounded by beaded, toothed and cable bands. (Pl. 135,ff.) In the following specimens, the geometric devices in the centre are replaced by human masks or animals, the former of which look as if they might have been copied from Greek coins or gems.","135,ff",Bm,2,1924
135,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","13 5. Bm. ’24—596; sq. 16'54’; stratum III. Medallion of greyish black terra-cotta, with human mask in centre surrounded by beaded circles. Diam. 2 in. Near the centre are two holes, from back to front, for a thread. Slightly broken. A.S.R. (1924), P1. VIII, 0. (Pl. 135, 3g. 2-)",135-3g. 2-,Bm,3,1924
136,10,60,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"10,60","136. Dh. ’13—1,7I3; G6; 3 ft. 6 in. below surface. Medallion of grey terra-cotta, with a head in high relief. Diam. 1-62 in. The head is shown full face with ﬂowing locks parted in the middle. It may be a head either of Apollo or of Alexander the Great, and may well have been copied from a contemporary Hellenistic coin type. Cf. p. 258, no. 6 supra. (P1. I 3 5, gg, 1.) Two other medallions from the same mould were found at the Dharmarajika Stﬁpa, viz. Dh. '16~781 (no. 136, a) and Dh. ’13—1,863. (Pl. 138, h, z'.) :37. 13m. '21416; sq. 10'60’; stratum III. Bulla of red terra-cotta. Diam. 1-75 in. On convex side. within beaded border, relief of lion killing a bull. Two holes from back to front wear centre. This is a ﬁne bit of Hellenistic relief, such as may have been imitated by the sculptors of Side!!! when carving some of the medallions on the balustrade of the second stﬁpa, when: the same motif is to be found. (Pl. 136, a.)","I 3 5-gg-1, 138-h-z', 136-a",Dh,3,1913
133,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","133, a, b. Bm. ’24w506, 4; sq. 16'54’; stratum III. Crescent of terra-cotta, perhaps an ear- pcndsm, with beaded border. Diam. 1'25 in. Two small holes for suspension. The mould of this, Rm. 506, bmno. 138, a, was also found near by it. (P1. 136, b, h.)",136-b-h,Bm,3,1924
139,31,49,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"31,49","139. Bm. ’2o—-1,510; sq. 31'49’; stratum II. Spiraliform ear-ring of light red clay, similar in shape to the carnelian specimen, Bm. 1,132. Size 1 x 0-68 in. (P1. 136, i.) All the necklace beads of terra-cotta are from the Bhir Mound. There are no specimens from Sirkap or other sites. With the exception of no. 141, all were found in one group, the probable date of which is c. 300 B.C. Cf. ch. 37, pp. 742—3. :40. B111. ’24—598; sq. 16-54’; stratum III. Grey terra-cotta bead with pointed knobs all round, rather like a mace-head. (Pl. 136, g.) ,","136-i, 136-g",Bm,2,1924
141,30,36,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"30,36","141. Bm. ’24—628; sq. 30-36’; stratum II. Pyramidal pendant of terra-cotta, square in section with vertical hole for threading. Length 0-75 in. (P1. 136, c.)",136-c,Bm,2,1924
142,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","142. Bm. ’24—602; sq. 16- 54’; stratum III. Terra-cotta pendant in the shape of a pome- granate; a hole at base of fruit for suspension. Length 0-87 in. (Pl. 136, j.)",136-j,Bm,3,1924
143,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","143. Bm. ’24—601; sq. 16-54’; stratum III. Three pendants of terra-cotta with holes for suspension. Irregular shape, in imitation of coral. Traces of red wash. Length 1-12 in. (P1. 136, e.) MT 59 Ear-pendant and ear-ring Necklace pendants and beads Architectural pieces Ornamental medallions or bullae   460 TERRA—GOTTA AND CLAY OBJECTS [011. 24",136-e,Bm,3,1924
124,100,58,G, XXI. Decorative pieces and personal ornaments (nos. 126—45),"100,58","124.. Sk. ’17—5 14.; Block G; sq. 100'58'; stratum II. Similar, but circlets centred with point. Length 25 in. Cf. p. 168 supra. (P1. 135, y, 2.)",135-y-2,Sk,2,1917
125,13,92,1, XXI. Decorative pieces and personal ornaments (nos. 126—45),"13,92","125. Sk. ’29—3,166; Block 1’; sq. 13-92'; stratum VI. Similar to no. 122, but with I opposite to 4 instead of 3. Length 2-5 in. (P1. 135, y, 4.)",135-y-4,Sk,6,1929
126,72,51,E, XXI. Decorative pieces and personal ornaments (nos. 126—45),"72,51","126. Sk. ’13—I,33I; Block E; sq. 72-51’; stratum III. Terra-cotta pillar with Corinthian capital and circular moulded base. Height 625 in. The shaft is relieved by a moulded band near its middle and the ﬂutings take the form of eight countersunk panels above and below this band. The shaft has a circular hole through its middle, and the top of the abacus is relieved by concentric circles with a ﬁnely moulded contour. Of purple red, ﬁnely levigated, clay. The horizontal mouldings were turned on the lathe after ﬁring. In this and other respects, the workmanship is more than usually reﬁned. The pillar dates from about the beginning of the Christian era. Cf. p. 161, no. 3 supra; A.S.R. (1912), P1. XXIII, c. (P1. 135, hh.)",135-hh,Sk,3,1913
127,162,107,K, XXI. Decorative pieces and personal ornaments (nos. 126—45),"162,107","127. Sk. ’15—-348; Block K’; sq. 162-107’; stratum II. Capital of a miniature pillar of Persepolitan design, composed of four bulls, sitting back to back. Length 3 in. The capital is pierced with a vertical hole through its centre. The modelling is rough but vigorous; the clay badly burnt. This capital, which belongs to the Parthian period, furnishes us with an early example of a motif which was to become a favourite one among the ﬁfth-century stuccos at Taxila. Cf. p. 180 supra; A.S.R. (1915), P1. VIII, e. (Pl. 135, dd.) An interesting type of personal ornament, found chieﬂy in the Bhir Mound, takes the form of a round medallion or bulla of terra—cotta, usually convex on its outer side and decorated with reliefs. Some specimens are provided with one or two small holes for attachment, pierced either from back to front or transversely across the face. Other specimens have no holes at all. In the simpler kinds the decoration consists of rosettes or circular beaded mouldings; in the more elaborate ones the beaded circles are centred with human masks or ﬁgures in relief or with a geometric design. What purpose these medallions served is uncertain. Possibly they may have been in the nature of amulets, like the bullae which Roman boys wore as a protection against the fascination of the evil eye; or they may have been simple ornaments (possibly some were ear-rings) Without any particular talismanic signiﬁcance. Whether they were of Indian or foreign origin is open to question, but it is noteworthy that the human masks are characteristically Greek, while the relief of the lion attacking a bull is certainly not Indian. For imitation jewellery made of terra-cotta, cf. B.M. Cat. of j‘ewellery, P1. XLII.",135-dd,Sk,2,1915
128,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","128. Bm. ’24—596; sq. 16- 54'; stratum III. Bulla of greyish red terra-cotta, with rosette on face centred by raised boss; transverse hole at the back for string. Diam. 0-7 5 in. (P1. 13 5, w.)",13 5-w,Bm,3,1924
129,,,, XXI. Decorative pieces and personal ornaments (nos. 126—45),,"129. Bm. ’24—691; sq. 34°3o’; stratum II. Similar to preceding, but with a transverse hole on the raised boss in front instead of at the back. Diam. 075 in. (P1. 13 5, x.)",13 5-x,Bm,2,1924
130,26,29,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"26,29","130. Bm. ’20—1,344; sq. 26-29’; stratum II. Bulla of greyish terra-cotta adorned with rosette in relief; pierced‘from back to front with two holes. Diam. I in. (P1. 13 5, z.)",13 5-z,Bm,2,1920
131,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","131. Bm. ’24—506; sq. 16- 54’; stratum III. Similar, but larger and with eight-petalled rosette. Diam. 1-37 in. Two holes from back to front. Of buff clay. (Pl. I 3 5, aa.)",I 3 5-aa,Bm,3,1924
131,,,, XXI. Decorative pieces and personal ornaments (nos. 126—45),,"131, a. Bm. ’21—280. The mould from which the preceding was made. (P1. 13 5» 1112.) CH. 24] TERRA—GOTTA AND CLAY OBJECTS 461 More elaborate geometric designs are provided by nos. 132—4. Although not identical, the three designs are closely akin, consisting of a series of concentric bands enriched with beaded cable or toothed patterns and centred with a six— petalled ﬂower or other hexagonal device.",13 5» 1112,Bm,,1921
132,13,58,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"13,58","132. Bm. ’24—585; sq. 13-58’; stratum III. Half of a bulla of grey-buff clay. Diam. 225 in. Concentric beaded circles with cable border and hexagonal device in centre. (Pl. I 3 5, cc.)",I 3 5-cc,Bm,3,1924
133,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","I33. Bm. ’24—596; sq. 16- 54'; stratum III. Similar, but ornamented with beaded border and hexagonal device in centre. Diam. 1-25 in. The outer bands of this ornament are missing. Of pale red clay. (P1. 13 5, ee.) I 34. Bin. ’24—279; sq. 16-59’; stratum II. Terra-cotta mould for making bullae, similar to preceding. Diam. 212 in. Six—petalled ﬂower surrounded by beaded, toothed and cable bands. (Pl. 135,17.) In the following specimens, the geometric devices in the centre are replaced by human masks or animals, the former of which look as if they might have been copied from Greek coins or gems.","13 5-ee, 135,17",Bm,3,1924
135,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","13 5. Bm. ’24—596; sq. 16- 54’; stratum III. Medallion of greyish black terra-cotta, with human mask in centre surrounded by beaded circles. Diam. 2 in. Near the centre are two holes, from back to front, for a thread. Slightly broken. A.S.R. (1924), P1. VIII, 0. (Pl. 135, gg, 2-)",135-gg-2-,Bm,3,1924
136,,,, XXI. Decorative pieces and personal ornaments (nos. 126—45),,"136. Dh. ’I3—I,7I3; G6; 3 ft. 6 in. below surface. Medallion of grey terra-cotta, with a head in high relief. Diam. 1‘62 in. The head is shown full face with ﬂowing locks parted in the middle. It may be a head either of Apollo or of Alexander the Great, and may well have been copied from a contemporary Hellenistic coin type. Cf. p. 258, no. 6 supra. (P1. I 3 5, gg, 1.) Two other medallions from the same mould were found at the Dharmarajika Stﬁpa, viz. Dh. ’16—'78: (no. 136, a) and Dh. ’13—I,863. (Pl. 138, h, i.)","I 3 5-gg-1, 138-h-i",Dh,,1916
137,10,60,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"10,60","137. Bm. ’21—416; sq. 10-60’; stratum III. Bulla of red terra-cotta. Diam. 1-75 in. On convex side, within beaded border, relief of lion killing a bull. Two holes from back to front near centre. This is a ﬁne bit of Hellenistic relief, such as may have been imitated by the sculptors of Stitch! when carving some of the medallions on the balustrade of the second stﬁpa, where the same motif is to be found. (Pl. 136, a.) 138, a, b. Bm. ’z4o506, (1; sq. 16-54’; stratum III. Crescent of terra—cotta, perhaps an ear— pendant, with beaded border. Diam. 1-25 in. Two small holes for suspension. The mould of this, Bm. 506, b=no. I 38, a, was also found near by it. (Pl. 136, b, h.)","136-a, 136-b-h",Bm,3,1921
139,31,49,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"31,49","139. Bm. ’20-I,5Io; sq. 31-49’; stratum II. Spiraliform ear—ring of light red clay, similar in shape to the carnelian specimen, Bm. 1,132. Size 1 x 0-68 in. (P1. 136, i.) All the necklace beads of terra-cotta are from the Bhir Mound. There are no specimens from Sirkap or other sites. With the exception of no. 141, all were found in one group, the probable date of which is c. 300 B.C. Cf. ch. 37, pp. 742—3.",136-i,Bm,2,1920
140,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","140. Bm. ’24—598; sq. 16- 54’; stratum III. Grey terra-cotta bead with pointed knobs all round, rather like a mace-head. (Pl. 136, g.) 4 I41. Bm. ’24—628; sq. 30-36’; stratum II. Pyramidal pendant of terra-cotta, square in section with vertical hole for threading. Length 0-75 in. (P1. I 36, c.) 142. Bm. ’24—602; sq. 16- 54’; stratum III. Terra-cotta pendant in the shape of a pome- granate; a hole at base of fruit for suspension. Length 0-87 in. (P1. I 36, j.) 143. Bm. ’24—601; sq. 16-54’; stratum III. Three pendants of terra-cotta with holes for suspension. Irregular shape, in imitation of coral. Traces of red wash. Length 1-12 in. (Pl. I 36, e.) MT 59 Ear—pendant and ear-ring Necklace pendants and beads Figure moulds Coin moulds ., ..,-..._L ewe—L v2. Vienésm; 462 TERRA—GOTTA AND CLAY OBJECTS [011. 24","136-g, I 36-c, I 36-j, I 36-e",Bm,3,1924
144,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","144. Bm. ’24—599; sq. 16- 54’; stratum III. Nine necklace beads of grey terra—cotta in the form of an inverted ﬂower.I Length 0-3 5 in. Two transverse holes for threading. (Pl. 136, d, o.)",136-d-o,Bm,3,1924
145,16,54,, XXI. Decorative pieces and personal ornaments (nos. 126—45),"16,54","145. Bm. ’24—699; sq. 16-54’; stratum III. Eleven necklace beads of grey and buff-red term—cotta, evidently in imitation of the familiar spacer beads of Greek necklaces. Two holes for threading. Length 075 in. Cf. ‘Jewellery’, ch. 30, nos. 56—8. (Pl. 136, f, 0.) ‘Copper and Bronze’, ch. 28, Class V In addition to those noticed above, viz. nos. 36, 44, I34 and I 38, a, the following moulds are of interest:",136-f-0,Bm,3,1924
146,,,," XXII. Moulds (nos. 146—52). Cf. ‘Stone’, ch. 25, Class XXVI;",,"146. Sk. ’17~772; alongside the city wall; stratum IV. Mould of female ﬁgure, standing. Height 2-87 in. Hair and veil fall on either side of head. Elaborate head-dress, heavy necklace and armlets. Of the ﬁrst century B.C. (Pl. 136, l.) 147. Dh. ’15——I,o7o; debris. Terra—cotta mask, perhaps of a Buddha head. Height 3-25 in. Cf. A.S.R. (1915), Pl. 111, d. (P1. 136, k.) 148. Dh. ’31—10; sq. 1612’; 10 ft. 8 in. below surface. Terra-cotta mould of a female ﬁgure ornamented and draped. She is standing on a makam and most probably represents Ganga (the Ganges river). Length 4-7 in. Fine work of the late medieval period. Cf. p. 284 supra. (P1. 136, 11.) From Sirkap there come also a number of moulds which appear to have been used by ancient coin-forgers, just as such moulds are used by present-day forgers. The moulds take the form of ﬂat circular tablets of terra-cotta, with the impress of half a d0zen or a dozen coins in each, the coins being those of the Saka kings, Maues and Azes II. The moulds themselves appear to date from the closing years of the Parthian rule at Taxila, when the kings whose coins are ﬁgured on them had long since passed away. It is well known, however, and there is abundant evidence at Taxila itself to show, that these and many other coins, some even older than the issues of Maues, continued in circulation throughout the Parthian period, and no doubt the forgers, whoever they were, found it safer to copy the older issues rather than to forge the current coins of the realm. Cf. A.S.R. (1912—13), pp. 34—5 and P1. XXX, f. In }.B.O.R.S. (June 1936), vol. XXII, pt. 11, K. P. Jayaswal expresses the View that some similar moulds found at Rohtak were used in the government mint, but the impressions of the coins of Maues and Azes II in this collection from TaXila make it virtually certain that the moulds were part of a forger’s plant. For similar moulds used for the casting of Roman coins, cf. Num. Chron. (1871), pp. 28 ff. The following are typical specimens.","136-l, 136-k, 136-11",Sk,4,1917
149,189,71,L," XXII. Moulds (nos. 146—52). Cf. ‘Stone’, ch. 25, Class XXVI;","189,71","149. Sk. ’I4—2,4o6; Block L; sq. 189-71'; stratum II. Fragmentary mould of red terra- cotta with portions of ﬁve impressions of a coin of Maues exhibiting a caduceus with Greek legend. Length 3-25 in. Black paint on inner face, perhaps of graphite, which would help the casting. For the coin, cf. I.M. Cat. I, p. 38 and P1. VIII, I. (Pl. 136, m.)",136-m,Sk,2,
150,,,A," XXII. Moulds (nos. 146—52). Cf. ‘Stone’, ch. 25, Class XXVI;",,"150. Sk. ’Iz—AI, a. From same spot. Circular mould of light red term—cotta, containing twelve impressions. Diam. 4 in. Eight of the impressions represent King Azes II on horse- ‘ For a very similar design in a bead of opaline white glass, cf. H. Beck, Beads from Taxila, Pl. 1X, 1. CH. 24] TERRA-GOTTA AND CLAY OBJECTS 463 back; the rest show Pallas, with spear and shield. There is a channel at the edge for pouring in the molten metal. Cf. pp. 177, n. 2, 210 supra; A.S.R. (1912), P1. XXX,f(2). (Pl. 136, p.) 151. Sk. ’Iz—AI, a. From same spot. Similar. Diam. 4-12 in. (P1. 136, q.) I 52. Sk. ’Iz—AI, a. From same spot. Similar but with six impressions only. Diam. 3 in. (P1. 136, 1'.) Among the many objects of earthenware from the Bhir and Sirkap Mounds it remains only to describe certain small votive or ritual tanks of a kind virtually new to Indian archaeology. These tanks do not number more than ﬁfteen in all, inclusive of fragments, and out of this number four were found, as already stated,‘ alongside the base of the small stﬁpa in the Parthian palace of Sirkap, where they were still evidently occupying the places where they had originally been dedicated; a ﬁfth was lying loose in the debris near by, and two others were found in the court— yard of the stﬁpa in Block A. As there are grounds for believing that these two stﬁpas were Jaina rather than Buddhist structures, and as none of the tanks has been found at any of the innumerable Buddhist stﬁpas at Taxila, it is not unreason- able to surmise that they were particularly connected with Jaina ritual. Earliest type a. In the earliest form represented at Taxila the votive tank consists merely of a round bowl with a number of miniature saucer-shaped lamps round its rim. Three specimens only of this type have been found: two in the Bhir Mound, and one in the lowest stratum of Sirkap. They are assignable to the third and second centuries B.C. In the Bhir Mound examples the rim is not ﬂattened; in the Sirkap example it is.","136-p, 136-q, 136-1'",Sk,,
153,52,88,C, XXIII. Votive or ritual tanks (nos. 153—63),"52,88","I 53. Bm. ’2o—I,167; sq. 24°60’; stratum II. Part of an earthenware votive tank in the form of a bowl with vertical rim surmounted by tiny saucer lamps. Diam. 6-5 in. Three out of eight of the lamps have survived. Of red clay mixed with bajrz'. Traces of red wash. (P1. 136, t.) 154. Sk. ’30-312; Block C’; sq. 52-88’; stratum V. Earthenware cup with narrow base and four out of eight tiny lamps on its splayed and ﬂattened rim. Diam. 5-75 in. Of pinkish red clay. (Pl. 136, 3.) Type b. In a second type, which is found only among the later remains in Sirkap, the tank takes a square instead of a circular form; there are four instead of eight lamps—one on each corner of the rim, and perched midway between the lamps are four birds with outspread wings. Inside the tank is a ﬂight of steps sometimes set against one of the sides, sometimes standing out from it, While on the bottom are aquatic creatures—eels, frogs and tortoises—and a low protuberance, on which, in one example (no. 158), a bird is perched.","136-t, 136-3",Bm,2,1930
155,156,49,K, XXIII. Votive or ritual tanks (nos. 153—63),"156,49","1 5 5. Sk. ’24—1, 526; Block K; sq. 156-49'; stratum II. From shrine in royal palace. Ritual tank surmounted by small lamps at the four corners. Traces of birds perched on the rim between the lamps, and a ﬂight of steps in one corner. Bottom broken. Of red coarse clay mixed with bajﬁ. Size 14-75 x 14in. Cf. supra, pp. 173—4 and A.S.R. (1924), P1. XIII, 2, 3. (Pl. 136, u.) 156. Sk. ’24—1, 528. From same spot as preceding. Similar to no. 155, but the birds and ‘ Cf. ch. 5, pp. 173—4. 59-2 Three types of tank 464 TERRA—GOTTA AND CLAY OBJECTS [011. 24 lamps are better preserved. Vertical steps near middle of one side, instead of in corner. Bottom missing. Of coarse red clay mixed with bajrz‘. Size 12 x 11-5 in. (P1. 136, u.)","136-u, 136-u",Sk,2,1924
