,X,Y,block,class,coord,description,plate,site,stratum,year
106,115,91,G, XV. Toilet caskets (nos. 98—106),"115,91","106. Here, too, should he mentioned the lid of a casket (Sk. ’28~2,530; Block G’; sq. 1 15-91’; stratum I) of grey schist~stone, which is decorated with the some motif as the toilet-trays nos. 63 and 64, viz. a man lying on a couch with a wine—cup in his left hand, and two women in attendance, one with a wine-cup, the other fanning him. It is 506 in. in diam, and in the exergue is a demilune hole in which the ﬁnger could be inserted. Cf. p. 181 supra; A.S.R. (1928), Pl. xx, 12 and p. 59, no. 7. (Pl. 146, no. 106.) These ladles are in the shape of a shell, with the neck and head of an eagle forming a loop handle. They are of grey or yellow steatite and have been found only in the top stratum in Sirkap.",146-106,Sk,1,1928
107,109,52,G," XVI. Shell~shaped ladies (nos. 107, 108)","109,52","107. Sk. ’26—2,2I4/8; Block G; sq. 109.52’; stratum I. Shell-shaped ladle of yellow steatite, with eagle—headed loop handle. Length 337 in. Cf. p. 169 supra. (Pl. 141, z.)",141-z,Sk,1,1926
108,,,," XVI. Shell~shaped ladies (nos. 107, 108)",,"108. Sk. ’29——970; spoil earth. Similar to preceding, but of grey steatite. Length 3-37 in. Broken. (Pl. 141, aa.) Lamps do not appear to have been made of stone until the Saka-Parthian period, when schist and other soft stones came into use for the manufacture of many household utensils. No specimens of stone lamps have been found in the Bhir Mound or in the earlier cities of Sirkap; and none of those from the Dharma- rajika Stﬁpa can be assigned to an earlier date than the second century A.D. The commonest shape is a leaf- or heart—Shaped vessel, sometimes provided with a handle projecting from the back, sometimes with pierced lugs for suspension. A few specimens are bowl—shaped or rectangular, with spouts for the wicks. The former, and perhaps the latter also, were copied from Hellenistic prototypes. Type a. Leaf- or heart-shaped lamps, with open reservoirs.",141-aa,Sk,,1929
109,45,46,C, XVII. Lamps (nos. 10947),"45,46","109. Sk. ’24—882; Block C; sq. 45-46’; stratum IV. Leaf-shaped lamp of grey schist, with three lug-ears, pierced for suspension. Length 4:12 in. (Pl. 141, bb.) ’",141-bb,Sk,4,1924
110,74,53,E, XVII. Lamps (nos. 10947),"74,53","1 10. Sk. ’13—1,094; Block E; sq. 74- 53’; stratum I. Similar to preceding, of micaceous schist, with lotus-leaf design on outside. Length 462 in. Cf. p. 162, no. 8 supra. (P1. 14.1, cc.)",14.1-cc,Sk,1,1913
111,,,, XVII. Lamps (nos. 10947),,"111. Dh. ’12—1 12; D8; 8 ft. below surface. Similar (length 4-62 in.), with Kharoshthi inscription on outside: Taksha(s’)ilaami dhamarai'(e Dhamadasabhikskun)o (esha)saputrasa danamukhe(o)=‘In the Dharmarajika compound of Takshas’ila this is the gift of the friar Dharmadasa(?).’ Cf. pp. 249, 252 supra; A.S.R. (1912), P1. XIV, d; and for the inscription, C11. 11, pp. 89—90. According to Prof. Konow, the characters are later than the silver—scroll inscription of the year 136=A.D. 78~9 (see above, ch. 10, p. 256), but earlier than Kanishka’s reign. The lamp may, therefore, be assigned to about the beginning of the second century A.D. (Pl. 146, no. 111.)",146-111,Dh,,1912
112,,,, XVII. Lamps (nos. 10947),,"112. Mm. ’15-274; central court of monastery. Leaf-shaped lamp of phyllite, with three solid lugs at sides and back, and two small projections inside, near the lip. Length 5 in. The outside is carved in low relief with a lotus—leaf pattern, and the rim with a rough bead moulding. This lamp comes from the Mohra Moradu monastery and is almost certainly of the ﬁfth century A.D. (Pl. 141, dd.) . CH. 25] STONE OBJECTS 501",141-dd,Mm,,1915
113,,,, XVII. Lamps (nos. 10947),,"I 13, a. Mm. ’15—286; cell I 5; IO ft. below surface. Heart-shaped lamp of micaceous schist, with projecting handle at back and beaded border on rim. Length 612 in. This also is from   é; the Mohra Moridu monastery, and of the same date as the preceding. (Pl. 142, a.) L: [9—2. Other lamps of the same leaf- or heart-shaped type are Sk. ’14—132, stratum II, of ii schist; Dh. ’16—666, of hornblende-schist; Dh. ’13—I,848, of phyllite; and Dh. ’12—1,087, of .i schist. Type I). In the form of a squat vase, with animal-headed spout. Copied from Hellenistic prototypes.",142-a,Mm,2,1915
114,,,, XVII. Lamps (nos. 10947),,"I 14. Ml. ’25—133; Trench B; room 4; 5 ft. 2 in. below surface. Bowl-shaped lamp of green steatite, with spout and three lugs pierced for suspension (length 375 in.). Between the lugs are acanthus leaves, and on the spout an elephant’s head in low relief; the lower part of the body is turned on the lathe and relieved with incised horizontal bands. Pieces of iron wire still remain in the lug-holes. This lamp, which comes from the Mahal site in Sirkap, is referable to the middle or later part of the ﬁrst century A.D. (Pls. 142, b; 146, no. 114.)",,,,1925
115,,,T2, XVII. Lamps (nos. 10947),,"I I 5. J1. ’12—3 5; Mound D. Similar in shape to the foregoing but of pink Vindhyan sand- stone and much cruder workmanship. Length 4-12 in. The spout, which takes the form of an animal’s head, is longer, and the body adorned with lotus instead of acanthus leaves. Round the mouth at the top is a zigzag pattern. Early medieval period. (Pl. 142, 6.) Type c. Rectangular in shape, with human-headed spout. n6. Dh. ’I7—16o; T2; 2 ft. below surface. Rectangular lamp of micaceous schist, with human-headed spout; length 2-37 in.; three pierced lugs on side for suspension. Beneath the rim, dog-tooth moulding. Probably ﬁfth century A.D. (Pls. 142, d; 146, no. 116.)",142-6,Dh,,1912
117,,,, XVII. Lamps (nos. 10947),,"117. Dh. ’I2—764; G3; 3 ft. 6 in. below surface. Similar to foregoing but of phyllite, with lotus pattern round body. Length 4-43 in. (P1. 142, e.) my. a, {3. Another lamp of this type, also of phyllite, is ﬁgured in P1. 142, h (Dh. ’12—2,23o) and a small emcee lamp of the same shape in P1. 142, z‘ (Dh. ’16—1,o72). Cases XVIII. Bmtlshers and polishers (nos. 1 18—20) These my have served various purposes, but it is probable that they were chiefly used for the pnliahing of small gold and silver articles.‘ The larger kind are fmm 2-5 tn 4. in. in length, spindle-shaped, and generally with one end more painted than the other. They are made of sardoine, banded agate, chalcedony or chert. But there is another and smaller type of burnisher intended for exceptionally ﬁne work, which consists of a tiny point of agate set in a copper handle. This latter type has been found only in Sirkap; the larger type occurs in the Bhir Mound as well as in Sirkap. Type a: 1x8. Bm. ’15—323; stratum II. Burnisher of impure chalcedony, blotched white and grey. Length 4in. (Pls. 142, g; 146, no. 118.)",142-e,Dh,2,1912
119,25,88,A, XVII. Lamps (nos. 10947),"25,88","119, a. Sk. ’29—190; Block A’; sq. 25-88’; stratum III. Burnisher of brown sardoine. length 275 in. Cf. p. 195 supra. (Pl. 146, no. 119, a.) :19, b, e. Other burnishers of this type are ﬁgured in Pls 142, f; 146, no. 1 19, b (Sk. ’26—2,19 5; stratum II) and Pl. 146, no. 119, e (Sk. ’27—1, 533; stratum II). The former is of chalcedony; the latter of black chert. 1 Cf. Petrie, Objects of Daily Use, Pl. LVI, 33—5. IT 64 502 STONE OBJECTS [011.25 Type I):",146-119-a,Sk,3,1929
120,11,100,1, XVII. Lamps (nos. 10947),"11,100","120. Sk. ’29—1,I73; Block 1’; sq. 11-100’; stratum III. Point of banded agate set in copper handle and used as metal burnisher for very ﬁne work. Length I in. Cf. p. 196 supra. (Pl. 142, 0.) For the testing of gold, natural pebbles of black basanite or Lydian stone, highly polished, were sometimes used (e.g. Bm. ’24—~3 57; stratum III; and Sk. ’12—257; stratum II) but most of the touchstones found at Taxila are made of hard siliceous slate cut into long strips, which still retain upon them the marks of the gold. Touchstones of this type, however, have been found only in the later strata in Sirkap.",142-0,Sk,3,1929
121,73,75,E, XIX. Touchstones (no. 121),"73,75","121. Sk. ’14—I,953; Block E’; sq. 73'75’; stratum III. Touchstone of hard siliceous slate, with gold streaks still visible on its surface. Size 8-25 x 1-12xo-75 in. Cf. p. 184 supra; A.S.R. (1914), p. 20. (Pl. 146, no. 121.) Other specimens of the same shape and material are: Sk. ’26-4,148; Sk. ’19—933/46; Sk. ’12—667. They vary in length from 5' 55 to 10-37 in. Only two specimens of palettes have been found, one made of slate, from the top stratum in Sirkap, the other of claystone from Mound C at Jandiz‘tl. 122. Sk. ’19~257; Block E’; sq. 79-98’; stratum I. A circular palette of slate. Diam. 5-5 in.",146-121,Sk,3,1914
123,,,," XX. Palettes (nos. 122, 123)",,"123. II. ’12—243; Mound C. Palette of claystone, three—sided, with circular depression on one side for a single pigment.",,,,1912
124,84,89,F, XXI. Spindle-whorls (no. 124),"84,89","124. Spindle-whorls of stone are also rare and are found only in Sirkap. They are generally made of micaceous schist or soapstone (e. g. Sk. ’12—81 and ’24—1, 196) and are of the same shapes as the terra—cotta ones; but there is one noteworthy specimen of rock-crystal, no. 124. (Sk. ’28- 1,681), which takes the form of a rather ﬂat barrel-disk bead, with a diam. of 162 in. It comes from the Saka—Parthian city in Sirkap; Block F’; sq. 84-89'; stratum II. Cf. p. 182 supra. (Pl. 142, k.) The konora and thatwd were used by the potter to thin out the clay walls of his vessels. The konora is pressed with the left hand against the wall inside the vessel, while with the thatwd in his right hand the potter gently taps the wall on the outside. Both implements are still in use throughout India, the konora being frequently made of earthenware and the thatwd of wood. .. Kouoras.",142-k,Sk,2,1912
125,29,53,B, XXII. Potter’s konoras and thatwas (nos. 125—8),"29,53","125. Sk. ’16; Trench A707; stratum II. Potter’s konora of white marble. Length 3-12 in. (P1. 142, q.) 126. Sk. ’15—756; Block B; sq. 29-53’; stratum II. Similar to foregoing, of grey quartzite. Height 4 in. Cf. p. 148 supra. .   e i l “...._. .__ «W‘M‘wwtﬂmm.Mawmwaamurm. .‘ . ,. l   CH. 25] STONE OBJECTS 503 Thomas. Three of these implements were found at one spot in Sirkap, viz.:",142-q,Sk,2,1916
127,47,46,C, XXII. Potter’s konoras and thatwas (nos. 125—8),"47,46","127, a. Sk. ’24—I,301; Block C; sq. 47-46’. Of hornblende—gneiss (length 6-37 in.) with cylindrical handle and ﬂat body. Two others are of gneiss but the handles are unﬁnished (length 825 in.). Saka—Parthian period. Cf. p. 210 supra. (Pl. 146, no. 127, a.) 128. Another specimen of hornblende-gneiss (length 7-5 in.) came from Pindora in Sirsukh and is probably of the fourth or ﬁfth century A.D. Cf. p. 220 supra. (83. ’15—81; 2 ft. 3 in. below surface.) (Pl. I46, no. 128.) A. Ring-stones. Four specimens of these singularly interesting stones have been found at Taxila—three in the Bhir Mound and one in the second stratum of ‘ Sirkap, but the style and workmanship of the latter leave‘no room for doubt that it belongs to the same (Maurya) age as the others. The peculiar sanctity with which ring-stones are invested in India is well known and can be traced back to an immemorial age. Large numbers of them, dating from the fourth or third millen- nium B.C. have been unearthed at Mohenjo-daro and Harappa—some no bigger than a ﬁnger-ring, some so large that it takes half a dozen men to lift them; while among famous examples of to-day may be mentioned the Srigundi stone at Malabar Point near Bombay, which is believed to purify those who crawl through it of disease and sickness, and the equally potent one at Satrunjaya, the hole in which is known as muktdwdra=‘door of absolution’—the door which gives happiness to anyone who can creep through it. The idea underlying all these ring-stones is the same: they are regarded as yonis or female symbols of generationI—the idea being that those who pass through them are, as it were, born again, while in the case of the smaller stones of the same class the mere passing of the hand or ﬁnger through them is an act of special virtue. That the same idea attached to the specimens found at Taxila (probably ex‘voto offerings) is evident from the nude ﬁgures of a ‘ goddess of Fertility’ which are engraved with consummate skill inside the central hole, thus indicating in a manner that cannot be mistaken the connexion between them and the female principle.2 It is not unlikely'that the ‘ Fertility goddess ’ here represented may have been identiﬁed with the ‘ Earth goddess ’ Prithivi. The earth itself was conceived of as wheel-shaped in the Rigveda,3 and it is said to be ‘ circular ’ in the Satapatha Brdhmazuz. A disk of terra-cotta bearing an image in relief of a ‘ Fertility goddess ’ was unearthed by me at Bhita in 191 1—12, and is published in my Report for that year.4 It belongs to the Kushan or Early Gupta period and depicts the goddess with legs wide apart and with a lotus (emblem of birth) issuing from her neck in place of her head. A similar plaque was also found at Kosam and is now in the Indian Museum.S With these may be compared a sealing from 1 Cf. Crooke, Religion and Folklore of Northern India, p. 322. 2 Cf. my remarks in M.I.C. vol. I, pp. 62 and 63. The same goddess of Fertility’ is depicted on the gold leaf from the burial mound at Lauriyéi-Nandangarh. C.H.I. vol. I, Pl. XI, ﬁg. 21. 3 R1). X, 89—4.. Macdonell and Keith, Vedz'c Index, I, p. 362. 4 A.S.R. (1911—12), p. 75, no. 40 and P1. XXIII, 4o. 5 Ind. Mus. Cat. 11, p. 286, no. KM. 36. 504 ’ STONE OBJECTS [CH. 25 Harappa (no. 649) exhibiting the goddess with her legs wide apart, as on the plaques referred to, but portrayed upside down with a plant issuing from her womb instead of from her neck. The cult of the yoni, as of the liﬁga, has long been recognised as pre-Aryan in origin, and examples of it might naturally be expected to occur among the antiquities of Harappa and Mohenjo—daro, which there are the strongest reasons for regarding as pre-Aryan. Whether the pre-Aryan ‘ goddess of Fertility ’ afterwards came to be identiﬁed with the Vedic Prithivi and whether it is the latter or the former who is represented on the Taxila ring-stones are questions on which further light is needed.","146-127-a, I46-128",Sk,,1924
129,45,71,, XXIII. Amulets and other sacred objects (nos. 129—37),"45,71","129. Bm. ’21—828; sq. 45-71’; stratum II. Circular ring-stone of purplish brown alabaster, carved on upper face with three concentric bands of cable-moulding, divided one from the other by band of ‘cross-and-reel’ pattern. Diam. 2-62 in. Round the central hole are three standing ﬁgures of a nude goddess, alternating with a foliate design, which we may presume to represent the Indian ‘Tree of Life and Fortune’ (kalpa-wiksha or kalpa-druma), so familiar on the carved balustrades and gateways of the Buddhists at Bharhut and Saﬁchi. For jewel-like workmanship and exquisite ﬁnish this and the following ring-stones are as ﬁne as any specimens of stone-carving in ancient India. Cf. A.S.R. (1920), P1. XVII, 30 and M.I.C. vol. 1, p. 62. (P1. 147, b.)",147-b,Bm,2,1921
130,46,71,, XXIII. Amulets and other sacred objects (nos. 129—37),"46,71","130. Bm. ’21—-829; sq. 46-71’; stratum II. Fragment of ring—stone similar to preceding, but of quartzite sandstone. Original diam. 4 in. In this example, the inner cross-and-reel band is replaced by a line of elephants, and to the side of the central hole is a conventional mountain with a hand on one side and a hand holding a bow on the other. (Pl. 147, c.)",147-c,Bm,2,1921
131,13,57,, XXIII. Amulets and other sacred objects (nos. 129—37),"13,57","131. Bm. ’24—609; sq. 13- 57’; stratum III. Similar to no. 129, but a fragment only, of ferruginous claystone. Length 225 in. (P1. 147, d.) ,",147-d,Bm,3,1924
132,229,73,, XXIII. Amulets and other sacred objects (nos. 129—37),"229,73","132. Sk. ’27—1,24I; Main Street; sq. 229-73’; stratum II. Similar to no. 129, but of slate- stone. Diam. 325 in. Round the central hole are four instead of three ﬁgures of the ‘Nude goddess ’, alternating with the ‘ Tree of Life and Fortune’. This specimen, found in stratum II of Sirkap appears to be a survival from the Maurya period. Cf. M.I.C. vol. III, Pl. CLIX, nos. 9, IO. (Pl. 147, g.) B. Aydgapagfa tablet.",147-g,Sk,2,1927
133,,,, XXIII. Amulets and other sacred objects (nos. 129—37),,"13 3. Only two dyégapata tablets have been found at Taxila—one of burnt clay (see ‘Terra- cottas’, ch. 24, no. 56) and the other of stone. The latter (no. I 33) is an insigniﬁcant specimen of indurated claystone, 4- 5 x 3-5 in., with a circular depression in the middle of the upper face and representations of shells (s'aﬁkha), shield—symbols, swastika, lotuses and ﬁsh (matsya) round the edges. It was found at Tofkiaﬁ in Sirsukh (Ss. ’15—65), 2 ft. 6 in. below surface, and dates probably from the fourth or ﬁfth century AD. Cf. A.S.R. (1915), p. 22, no. 19 and P1. XVI, g. (Pl. 146, no. 133.) C. Amulets.I",146-133,,,1915
134,,,, XXIII. Amulets and other sacred objects (nos. 129—37),,"134. Bm. ’19—2,o78; spoil earth. This little amulet (broken) in the form of a triratna comes from spoil earth on the Bhir Mound and is referable to the Maurya period. It is I in. in length, made of ferruginous claystone and engraved with a spiraliform pattern all over its front surface, the back being plain and ﬂat. Like most Mauryan work, the carving is strikingly neat and precise. (Pl. 142, m.)",142-m,Bm,,1919
135,19,88,A, XXIII. Amulets and other sacred objects (nos. 129—37),"19,88","13 5. Sk. ’29—3,197, is a claw or tooth amulet of white marble, 2.37 in. long, with a pair of I For a crystal lion, symbolic of the Buddha, which no doubt possessed amuletic properties, see vol. I, p. 245 and P1. 49, b. It was found in stﬁpa N 7 at the Dharmarajika. CH. 25] STONE OBJECTS 505 cross-holes at the thicker end. It was found in Sirkap (Block A; sq. 19-88’; stratum V) and is referable to the Second century B.C. Tiger-claws and teeth have long had a talismanic value in the eyes of Indians, and there is a beautiful example of one from the Bhir Mound made of lead and half-covered with ﬁligree gold. See ‘Jewellery’, ch. 30, no. 80. (P1. 14.2, l.)",14.2-l,Sk,5,1929
136,20,59,A, XXIII. Amulets and other sacred objects (nos. 129—37),"20,59","136. Sk. ’16—149; Block A; sq. 20- 59'; stratum II. Hexagonal piece of plain rock-crystal quartz (2-12 in. in length), which was evidently regarded as possessing amuletic value. It is bound round with a copper band and doubtless intended to be worn round the neck. Cf. p. 145 supra. (Pls. 142, n; 147, f.) 137. Sk. ’29—405; Block C'; sq. 44-87'; stratum III. Similar to the foregoing, but of black basanite instead of rock-crystal (length 1-37 in.). Cf. p. 193 supra. Most of the stones comprised in this class were found in the store—jar of Parthian date described on pp. 188—9 (Deposit E), the contents of which evidently formed part of a jeweller’s stock—in-trade. Some of the stones were used for ornamental inlay work in wood, ivory, etc.; others for the eyes or urua‘s of images. No. 138, a—f. To the former class belong the thin disks of porcelain-agate referred to on pp. 478—9 above. As there explained, these disks vary in diameter from 2 to 3 in., and in thickness from O'I to 0-2 in., and are polished only on the upper porcelain-like surface, not on the under- surface, which resembles opaline chalcedony. They come from the top strata of the Bhir Mound and from Sirkap, and are referable to the third and second centuries B.C.I Cf. p. 188 supra. In View of the unusual character of this porcelain-agate, hitherto unknown to geology, it is desirable to give here the results of the examination made by Prof. H. B. Baker at the Royal College of Science, South Kensington. An air-dried sample yielded the following analysis: % Silica 98-40 Ferric oxide and alumina 0-99 Lime 0-12 Magnesia 0-05 This corresponds very closely to an analysis of natural quartz, and the micro- scopic examination made by the Department of Geology points to the same conclusion, though no specimen of quartz has yet been found in a natural state which has the same peculiar arrangement of crystals. Prof. Baker endeavoured to reproduce the material by heating quartz for three months in an electric furnace to about the highest temperature of a furnace which would have been available in early times. This, he says, gave an opalescent material, which, however, was not identical microscopically with the sample of porcelain-agate examined. The quartz of these disks could not have been fused, since the substance has a speciﬁc gravity of 2-64, identical with that of natural quartz, compared with 2-38, the speciﬁc gravity of melted quartz. On fusion in the oxyhydrogen ﬂame a fragment ﬁrst splits like ordinary quartz, and then fuses. 1 Their reference numbers are: Bm. ’19—1 17 (sq. 12-28’; stratum I); Bm. ’21—966 (sq. 34-118’; stratum I); Brn. ’21—1,426 (sq. 27-64’; stratum II); Bm. ’20—1,4o3 (sq. 18-26’; stratum II); Sk. ’30-22 (sq. 19-87’; stratum VI) and Sk. ’195933 (sq. 59-114’; stratum II; Block D’; deposit E). 506 STONE OBJECTS [CH. 25 1 Prof. Baker’s conclusion, as already indicated, was that the porcelain-agate was a natural substance produced, possibly in a volcanic region, by the long—continued heating of ordinary quartz. Whence it came, however, is not known. Cf. A.S.R. (1920—21), pp. 45—6. l 139. Other stones that are also used, but at a later date, for the same kind of disks or , roundels for inlay and incrusted work, are veined agate, rock-crystal and jade. Most of the specimens of these that we possess come from the jeweller’s store-jar found in Deposit E j of Block D’ (Sk. ’19—933, stratum II) and belong to the Parthian period.I 3 Some specimens of the agate pieces are illustrated in Pl. 147, h, j—m, 0, p. All are plano- i convex, the round disks being from 1-37 to 1-62 in. in diameter, the amygdaloid piece 2-62 in. g in length. Dating as they do from the ﬁrst century A.D., these specimens of agate are interesting g in connexion with Pliny’s description of the myrrhiua vasa, since they illustrate precisely what he means when he says that some of them contain crystals and depressed spots that look like i warts.2 Of the rock-crystal pieces, one is round (diam. I-62 in.) and two oval (length 0°93 and l 1-37 in. respectively). Since rock—crystal was transparent and colourless, it is probable that silver or gold foil was put at the back of the crystal, just as silver foil was put at the back of carbuncles to enhance their brilliancy. Of jade, only two pieces have been found, both in the jeweller’s store—jar. One is a flat lenticular piece with a hole in its middle (diam. 1-75 in.), the other a broken disk (length 1-87 in.). A much ﬁner kind of inlay is represented by a number of small bits of turquoise cut into various shapes—hearts, commas, crescents, circles, etc. These turquoise pieces also come i from the same jeweller’s hoard, and were no doubt designed for cloisonné jewellery. Cf. for i examples, ‘Jewellery’, ch. 30, nos. 56—8, 137—40, 167—8.   i CLASS XXV. Eyes and ﬁrnas of images (nos. 140, 61—6) No. 140, a is the eye of an image (diam. I in.) made of lapis—lazuli inlaid with a circle of shell. It is of the Parthian period and from the same jeweller’s hoard as the preceding. Cf. A.S.R. (1919), P1. VIII, 8. (Pls. 142,1); 203, 1'.) Nos. 140, b and c are spherical uruds of rock-crystal, of which many other examples have been found; the former has a diameter of I in., the latter of 0-68 in. Both come from the Dharmarajika Stﬁpa, and are probably of the fourth or ﬁfth century A.D. For stone eyes of Greek and Roman images, cf. Dar. et Sag. IV, 1492, ﬁg. 6614.. Cf. p. 188, no. 16 supra. (P1. 147, e, 1'.) ‘Copper and Bronze, ch. 28, Class V     Small moulds for the casting of metal ornaments were in use at Taxila from an early age—at least from the ﬁfth century 3.0., but only one example of them (no. 141) has been found in the Bhir Mound. This is a mould for two pendent beads, cut out of a ﬁne bloched grey slate. The rest come from the Sirkap site, and are made of various stones—claystone, limestone, slate, steatite, grey schist and micaceous—schist, the two earliest, which are referable to the Bactrian-Greek period, being of claystone and steatite. Ten of these Sirkap moulds are for pendants, ﬁnger-rings and other small personal ornaments, while two are for the small metal pieces—dots, commas, crescents, lozenges, etc., required in inlay work. The former are found in all the 1 Cf. also no. 100 supra. 2 Pliny, XXXVII, 7, 8; Schoff, Periplus, p. 194. CH. 25] STONE OBJECTS 507 Sirkap strata from the time of the Bactrian-Greeks onwards; the latter only during the Parthian period, when inlay-work ﬁrst became fashionable.",147-e-1',Sk,2,1916
141,28,65,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","28,65","141. Bm. ’30-I,048; sq. 28-65’; stratum IV. Half of a slate mould engraved with two ball- and-crescent pendants for necklace. Size, 1-4.3 x 1 x 0-37 in. The slate is a ﬁne blotched grey variety. (Pls. 142, w; 147, q.)",,Bm,4,1930
142,15,93,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","15,93","142. Sk. ’29—3,153; Block A’; sq. 15-93’; stratum VI. Part of a claystone mould for a pair of ﬁnger-rings; size 2-62 x 1-7 5 x 0- 5 in. One of the rings is adorned with six plain ﬂat bezels; the other with a single bezel and beaded edge. Presumably there were two other pieces belonging to this mould, one for the front with round bosses for the interior of the rings, the other closing up the back. (Pl. 142, y.)",142-y,Sk,6,1929
143,15,92,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","15,92","143. Sk. ’28—270; Block A’; sq. 15-92’; stratum V. Mould of grey-green steatite, engraved with small beaded medallion. Length 1-37 in. The mould is pierced with two holes for adjustment to the other section. (Pl. 142, x.)",142-x,Sk,5,1928
144,27,88,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","27,88","144. Sk. ’29—891; Block A’; sq. 27-88’; stratum III. Similar, of purple-brown sandstone, with crescent, star, ‘shield’ and other designs engraved on one side. Size 3-75 x 3-25 x 087 in. Cf. p. 195 supra. (P1. 142, r.)",142-r,Sk,3,1929
14,106,50,G," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","106,50","14.5. Sk. ’26—2, 543; Block G; sq. 106- 50’; stratum III. Similar, of micaceous schist, with lotus and star ornaments. Size 2-5 x 2 in. Cf. p. 169 supra; A.S.R. (1926), P1. XXVIII—I3, and p. 118, no. 13. (Pls. 142, u; 203, c.) .",,Sk,3,1926
14,91,66,F," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","91,66","14.6. Sk. ’13—826; Block F; sq. 91-66’; stratum III. Similar, of claystone, for two ﬁnger- rings. As in no. 142, the mould appears to have been in three pieces. Size 2-25 x 1-87 in. Cf. p. 166 supra. (Pl. 142, 72.)",142-72,Sk,3,1913
14,58,115,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","58,115","14.7, a, b. Sk. ’19—615, and 616; Block D’; sq. 58-115’; stratum II. Two pieces of limestone mould for a pair of ear—pendants. Size 1- 5 x 1-12 in. On the back of a is a Kharoshthi inscrip- tion: Ga : Gayalasa = ‘Of Gayala’. On the back of b is another Kharoshthi inscription, but it is not legible. Cf. C.I.I. vol. II, part I, p. 102, no. 13; p. 190 supra. (Pls. 142, bb, cc; 203, d, e.)",,Sk,2,1919
148,,,D," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"148. Sk. ’19-933/48; Block D’; Deposit E. From jeweller’s store—jar. Half of mould of grey schist engraved with ﬁgure of Sirizha Vahz‘m' (P) riding side-saddle on her vehicle the lion, and holding aloft a sword in her right hand. Length 137 in. Cf. A.S.R. (1919), P1. X, 28. For other objects from the same hoard, see vol. 1, pp. 188—9, and no. 100 supra and footnote. (P13. 142, t; 147, n.)",,Sk,,1919
14,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"14.9. Sk. ’17-»404. Spoil earth. Mould of slate for small medallion, with nandipaa’a in centre encircled by beaded border. Size 1-37 x 0-75 in. (P1. 142, s.)",142-s,Sk,,1917
150,,,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;",,"150. Sk. ’20~911. Spoil earth. Half of a slate mould for a pair of small ring-pendants. 2-7 5 x 1- 5 in. At the other end of the mould, which is broken, is a remnant of the engraving for two ball beads or pendants. (Pl. 142, aa.)",142-aa,Sk,,1920
151,51,78,C," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","51,78","151. Sk. ’14—375; Block C’; sq. 51-78’; stratum II. Section of mould of micaceous schist, with heart, dot—and-comrna, leaf and other patterns sunk on one side for the casting of metal dies. 4-25 x 1-37 x 0-62 in. Cf. p. 193 supra; A.S.R. (1914), P1. XXVII—6, p. 16, no. 3; and for the use to which this and the following moulds were put, see ‘Copper and Bronze’, ch. 28, Class V, infra. (P18. 142, z; 203, f.)",,Sk,2,1914
152,24,77,A," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","24,77","I 52. Sk. ’17—6 5; Block A’; sq. 24-77’; stratum II. Similar to foregoing, of micaceous schist, with devices on all sides. Length 3-25 in. This appears to have been part of a vase rim con- verted into a matrix. “Cf. p. 195 supra. (Pls. 14.2, dd; 203, g.) . CLASS XXVII. Miscellaneous (nos. 153—65)",,Sk,2,1917
153,63,84,," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","63,84","153. This is a perfume-holder of agate from the Mahal site in Sirkap and is referable to the Parthian period. (Ml. ’23—90; sq. 63-84’; 2 ft. 6 in. below surface.) Its length is 12-75 in,, and the long handle is made up of fourteen pieces of agate strung together on a thin iron rod. The 508 STONE OBJECTS [CH. 25 beauty of the polished agate is very striking and well explains why the Romans set such store on the myrrhz'na vasa made of this stone. (P1. 147, s.)",147-s,,,1923
154,31,86,B," XXVI. Moulds (nos. 141—52). Cf. ‘Terra-cottas’ ch. 24, Class XXII;","31,86","154. An oblong die of slate with the numbers 1 to 4 shown by small circlets on the four sides, no. 1 being opposite to no. 4 instead of no. 3, as is usual in the dice of this period. Length 275 in. Sk. ’20—416; Block B’; sq. 31-86’; stratum II. Cf. ‘Bone and Ivory’, ch. 32, nos. 92—8, and ‘Terra—cottas’, ch. 24, nos. 122—5; also p. 194 supra. (Pl. 142, kk.)",142-kk,Sk,2,1920
