,X,Y,block,class,coord,description,plate,site,stratum,year
144,62,113,D, VIII. Torques (nos. 144—7),"62,113","I44. Hollow gold torque of beaten sheet-gold on a core of lac, with trumpet-shaped ends in front. Diam. 5-75 in. It is composed of two semicircles united at the narrow ends by a tenon- and-socket hinge and provided with a push-fastener at the expanded ends, very much like the modern patent ‘push’ fastener. Sk. ’29—1, 362/ I ; Block D’; sq. 62-1 13’; stratum IV. From same hoard as no. 46 supra ((1.1).). Cf. p. 188, no. 1 supra; A.S.R. (1929), p. 62, no. 43. (Pl. 195, k.)",195-k,Sk,4,1929
145,108,87,G, VIII. Torques (nos. 144—7),"108,87","145. Gold torque of similar design and make to the preceding. Diam. 5-75 in. First century A.D. Sk. ’29—2,193/2; Block G’; sq. 108-87’; stratum II. Cf. p. 180 supra; A.S.R. (1929), p. 67, no. 76. For other objects from same hoard, see no. 25 supra.",,Sk,2,1929
146,,,D, VIII. Torques (nos. 144—7),,"I46. Torque of beaten gold on core of lac(?). Diam. 587 in. It is made in one piece with expanded ends, the thickness of the tube increasing gradually from back to front. The ends are 636 GOLD AND SILVER JEWELLERY [CH. 30 Closed with separate disks of beaten gold. First century AD. Sk. ’26—4,081/5; sq. 5847’; Block D; stratum III. Cf. p. 156, no. 12 supra; A.S.R. (1926), P1. XXVI, 6 and p. 113, no. 4. For other objects in the same hoard, see nos. 3, 4 supra. (Pl. 195, h.)",195-h,Sk,3,1926
147,63,85,D, VIII. Torques (nos. 144—7),"63,85","147. Torque of solid gold wire. Diam. 6' 5 in. The ends of the wire are thinned out and coiled round the wire core covering about two-thirds of the torque. The clasp in front is decorated with a triratna device, which also occurs on the gold-headed hair-pin no. 101 (q.v.). First century A.D. Sk. ’33—626; Block D’; sq. 63-85’; stratum I. Parthian or early Kushan date. See vol. I, p. 191, and for the trz'ratna device, ‘Beads’, p. 747 and n. 8. Anklets, such as those described below, are a class of ornament essentially Indian, and it is noteworthy that the decoration which distinguishes these speci- mens from TaXila is predominantly Indian in character. 148—51. Four hollow double-ringed anklets of silver. Diam. 6-25 in. The anklets are open in front and provided with a movable socket to cover the aperture. The upper ring is ﬂuted and further decorated on the upper surface with three lotus cones or bosses. Below each boss, connecting the two rings together, is a lotus medallion centred with a human bust in relief. The movable sockets are enriched with a variety of repoussé designs, Viz. on the upper sockets, a band of full and half-lotus rosettes in diamond-shaped panels, between borders of quatrefoil ﬂowers and cable edgings; on lower socket, band of tortoises following one another, with leaves between, and sinuous vine borders. Ornamentation of this kind, characterised by bands of lotus rosettes, sinuous vine borders, full—blown lotuses centred with human busts, etc., can readily be paralleled among the sculptures of Sanchi and Bharhat and other reliefs of the Early Indian School. Some of the motifs (e.g. the vine), which were adopted by that School, were doubtless of Greek or Western Asiatic origin, having been introduced by the Bactrian Greeks or still earlier, under Maurya rule, but the character of the art is indisputably Indian. First century AD. Sk. ’26—4,081/27; Block D; sq. 58-47’; stratum III. Cf. p. 156, no. 13 supra; A.S.R. (1926), p. 114, no. 2. For other objects from the same hoard, see nos. 3, 4 supra. (Pl. 196, g.) 152—65. Fourteen single-ring anklets of silver. Diam. 4-75—5- 5 in. The anklets are open in front and provided with a sliding socket to cover the aperture. The sockets are decorated with a band of overlapping lotuses between ribbed and beaded borders. Most of the anklets are fragmentary. Same age and ﬁndspot as preceding and nos. 3, 401.71.). Cf. A.S.R. loc. cit. no. 1. 7 (Pl. 196, f.) CLAS s X. Miscellaneous (nos. 166—219)","196-g, 196-f",Sk,1,1933
166,,,, IX. Anklets (nos. 148—65),,"166. Lion-headed terminal of gold bracelet, similar to nos. I33~6. Length 162 in. Third to second century B.C. Bm. ’12—20/3. For other articles from the same hoard, see no. 71 and p. 111 supra. Cf. A.S.R. (1912), p. 41, no. 3 and PI. XXXIX, d.",,Bm,,1912
167,31,47,, IX. Anklets (nos. 148—65),"31,47","167, 1 68. Pair of hollow barrel—shaped ornaments of gold cloisonné work inset with turquoise. ‘ The pattern is made up of scales with a chevron band in the middle and another at each end. Their purpose is uncertain, but they may have been suspended from the ears. Length 1-37 in. First century AD. Sk. ’24—683/3; sq. 31-47’; stratum II. Cf. p. 147, no. 3 supra; A.S.R. (1924), p. 49, no. 3, Pl. XI, 4. For other objects from same hoard, see nos. I 3, 14 supra. (Pl. 191, x, y.)",191-x-y,Sk,2,1924
169,62,113,D, IX. Anklets (nos. 148—65),"62,113","169. Cubical clasp of ﬂimsy sheet-gold set with four garnets en cabochon, one on each of four sides. The other two sides are pierced at the centre with a round hole. It is made in two halves fastened on one side by a pair of hinges. Height I in. Gr. ’27—170, mon. D, room 7. See vol. I, p. 347 and A.S.R. (1927—8), p. 59, no. I and P1. XX, ﬁg. 3. 170—2. Three rosettes of gold with beaded circlet in centre and ﬁve obcordate petals inlaid with green paste. Diam. 05—043 in. First century AD. Sk. ’29—1,24I/22; Block D’; sq. 62-1 13’;      “AlunzmnmamgNWMW—PJ‘rﬁxkg-s‘au'ﬂﬁ"" ~ — M a.“ N. a. “aw—u...",,Gr,,1927
3,,,, IX. Anklets (nos. 148—65),,"3.” '23: -. a"", 5..WI._,. i._ a“ , pg ‘Mma Magmaamwam an“; mmmrﬁmwa,m»-_~_»,<.a>m m, awaiggﬁér-ﬁu, .-. “gum Mme :mwm...“ '1' CH. 30] GOLD AND SILVER JEWELLERY 637 stratum III. Cf. p. 187, no. 18 supra; A.S.R. (1929—30), p. 61, no. 21 and P1. XIX, 15. For other objects from same hoard, see nos. 7, 8 above.",,Mm,3,
173,,,, IX. Anklets (nos. 148—65),,"173. Similar to preceding but with petals inset with orthoclase felspar. From same hoard as preceding. Ibid. Pl. XIX, 8. (Pl. 191, aa.)",191-aa,,,
174,,,, IX. Anklets (nos. 148—65),,"174, 175. Similar, but with six plain petals from which the paste is missing. From same hoard as preceding. Cf. p. 187, no. 19 supra.",,,,
176,11,93,1, IX. Anklets (nos. 148—65),"11,93","176. Similar to nos. 170—2 but without circlet at centre. Inlay missing. Diam. 0-43 in. First century A.D. Sk. ’22—223; Block 1’; sq. 11'93’; stratum II. See vol. I, p. 196.",,Sk,2,1922
177,,,F, IX. Anklets (nos. 148—65),,"177. Gold rosette of eight plain petals, one of which is missing. Diam. 112 in. First century A.D. Sk. ’27—1,108; Block F; sq. 82°52’; stratum II. See vol. I, p. 166.",,Sk,2,1927
178,66,113,D, IX. Anklets (nos. 148—65),"66,113","178. Similar to preceding with six petals. Diam. 0-75 in. Sk. ’29—1,ooo; Block D’; sq. 66-113'; stratum IV. Cf. A.S.R. (1929), p. 65, no. 59. Although found in stratum IV, this rosette may be of Parthian date. Cf. pp. 134, 191 and no. 46 supra. 179—98. Twenty rosettes of gold with six petals. Diam. 0- 5 in. Each rosette is provided With four small hoops at the back for attachment to a garment. First century A.D. Sk. ’26— 4,081/2; sq. 5847’; Block D; stratum III. Cf. p. 156, no. 15 supra; A.S.R. (1926), p. 113, no. 3 and P1. XXVI, 5. For other objects from the same hoard, see nos. 3, 4 supra. (Pl. 191, r.)",191-r,Sk,4,1929
199,32,26,, IX. Anklets (nos. 148—65),"32,26","199, 200. Two bowl-shaped buttons or possibly phulas (head ornaments) of gold, with ring on concave side for attachment. Diam. 0-69 in. Bm. ’24—5 56, [2; sq. 32-26’; stratum III. Cf. A.S.R. (1924), p. 48, l. 23. For other objects from same hoard, see no. 52 supra.",,Bm,3,1924
201,,,, IX. Anklets (nos. 148—65),,"201, 202. Two cup-shaped ornaments of gold with hoops on concave side for attachment. Crude ﬂoral design outside. Diam. 0-37 in. Fifth century A.D. Jn. ’16—F 58; cell 19. From same cell as no. 95, a—d (q.v.). Cf. 3‘11. Mem. P1. XXIX, 2, 3.",,Jn,,1916
203,36,95,B, IX. Anklets (nos. 148—65),"36,95","203. Hollow bead of gold, hemispherical and gadrooned. Diam. 069 in. Sk. ’29—I,923; Block B’; sq. 36-95’; stratum IV. See vol. I, p. 134. 204—10. Seven circular disks of thin gold, with triangular piece cut in centre and turned outward. Diam. 0-73 in. Used for closing the trumpet-ends of gold bangles made of thin sheet—metal on a core of shellac. Third to second century B.C. Bm. ’12—20/ I 5; stratum I. For other articles from the same hoard, see no. 71 and p. 111 supra.",,Sk,4,1929
211,77,66,E, IX. Anklets (nos. 148—65),"77,66","211. Plain oval locket(?) of gold; gem missing. Length I in. First century A.D. Sk. ’13—— 194/17; Block E; sq. 77-66’; stratum II. Cf. p. 159, no. 13 supra; A.S.R. (1912), p. 27, no. 17. For other objects from same hoard, see nos. 9, 10 supra.",,Sk,2,1913
212,77,66,E, IX. Anklets (nos. 148—65),"77,66","212, 213. Two box-settings of gold, one diamond—shaped, one oval; each with two ribbed hoops at back for attachment. Length 0- 5 in. The gem from one is missing; the other is inlaid with a garnet en cabochon. First century A.D. Sk. ’13—194/18; Block E; sq. 77-66’; stratum II. Cf. p. 159, no. 14 supra; A.S.R. (1912), p. 27, no. 18 and P1. XXIII, a, 9. For other objects from same hoard, see nos. 9, 10 supra. (Pl. 191, bb.)",191-bb,Sk,2,1913
214,,,, IX. Anklets (nos. 148—65),,"214. Sk. ’17—1, a. From spoil earth. First century A.D. Rectangular gold bar, weight 6694~5 gr.; size 3 x 1 x 0-5 in.",,Sk,,1917
215,,,2, IX. Anklets (nos. 148—65),,"215. Sk. ’29—1; Block 2B’; sq. 32°86’; stratum II. One solid gold bar, weight 2258 gr.; size 3 x 0-5 x 03 in. Cf. p. 194 supra.",,Sk,2,1929
216,157,43,K, IX. Anklets (nos. 148—65),"157,43","216. Sk. ’28-2,679; Block K (palace); sq. 157-43'; stratum II. One hemispherical lump of pure gold cast in crucible; weight 2192 gr.; diam. 1-2 5 in. A.S.R. (1928—9), p. 60 (f) and Pl. XXI, 11. For other objects from the same hoard, see no. 29 and pp. 174—5 supra.",,Sk,2,1928
217,,,, IX. Anklets (nos. 148—65),,"217. Sk. ’28—2,679. From same hoard as preceding. Part of hemispherical lump of gold cast in crucible; weight 1110 gr.; diam. 1-12 in. Ibid. p. 60 (h) and Pl. XXI, 6.",,Sk,,1928
218,,,, IX. Anklets (nos. 148—65),,"218. Sk. ’28—2,679. From same hoard as preceding. Oval-shaped ﬂat piece of gold and silver alloy; weight 91 gr.; length 0- 5 in. Ibid. p. 60 (i) and P1. XXI, 7.",,Sk,,1928
219,,,, IX. Anklets (nos. 148—65),,"219. Sk. ’28—2,679. From same hoard as preceding. Hemispherical lump of silver cast in crucible; weight 1724' 5 gr.; diam. 1-5 in. Ibid. p. 60 (k) and P1. XXI, 9. MT 81",,Sk,,1928
