,X,Y,block,class,coord,description,plate,site,stratum,year
99,,,,,,"99. Fragment from a relief depicting the ‘Sleep of the Women’. Cf. no. 98 supra. The 714 STONE SCULPTURES [CH- 36 fragment comprises three defaced female ﬁgures. The one on the right is seated on a low chair with. ornamented back and cushioned seat, at the end of which is a narrow ﬂounce with conventionalised folds partly concealing the wickerwork beneath. Her legs are crossed, the left above the right, and her head rests in her uplifted left arm; her right arm hangs by her side. The ﬁgure is fully clad and wears heavy ear-pendants, necklace, beaded girdle and large anklets. Behind her, in the upper background, a standing female holds in her left hand a six—stringed musical instrument, while to the left is another sleeping female with her left elbow on her knee, and her head resting in her hand. Of phyllite. Height 19- 5 in. Dh. ’I2—2,209; south of J; 3 ft. 6 in. below surface. Cf. p. 251 supra. (Pl. 218, no. 99.)",218-99,Dh,,
100,,,,,,"100. Bust of a female ﬁgure, probably from the same relief as the foregoing. Her head is leaning slightly to her right, her eyes closed in slumber. The hair is dressed close to the side of the head but drawn up in a thick wave in the centre above the forehead. At the back it is conﬁned by a jewelled bandeau twisted round the head and ﬁnishing above in a pointed end. In front, above the waved hair is a defaced ornament. The ﬁgure is fully clothed and wears an ornamented ﬂat necklace. Under her left arm, she carries a small drum, or other musical instrument, supported by a cord over the left shoulder. Of phyllite. Dh. ’12—2,347; between L and D5; 4 ft. 3 in. below surface. Cf. p. 251 supra. (Pl. 218, no. 100.)",218-100,Dh,,1912
101,,,,,,"101. Fragment from a relief depicting the ‘ Flight from the Palace ’. Only parts of the ﬁgure of the Bodhisattva and of the horse remain. The horse is shown in proﬁle moving to the left, the head and legs are now lost. Of interest are the trappings, but the fracture of the stone renders their interpretation difﬁcult. They include part of the bridle, a single rein, martingale, breast-strap and crupper. The rider sits well back in the saddle; the left hand is lost; the long robe on the near side falls in schematic folds below the saddle but exposes the quilted back portion. Of phyllite. Height 6-75 in. Cf. A.S.R. (1915), P1. VI, 2. Dh. ’15—I,082; from the outside debris.",,Dh,,1915
102,,,,,,"102. Small headless image of the fasting Bodhisattva, seated in meditation, on a grass—strewn throne, of which the front has a saw-tooth moulding along the upper edge and ﬁllet and ogee moulding on a squared plinth below. In order to reveal the results of his austerities, his robe is drawn open to expose the whole torso, but the emaciation is not very marked save for the narrow waist, and the treatment of the subject is characterless in comparison with such repre- sentations as Lahore Museum no. 2099, and Peshawar Museum no. 799. Cf. A.G-B.G. ﬁgs. 200, a and 440. Of phyllite. Height 6- 5 in. Kn. ’3 1—560; front of A19; 6‘8 ft. below surface. Cf. p. 332 supra.",,Kn,,
103,,,,,,"103. Fragment from left of a relief depicting the ‘Offering of the Grass’. On the extreme left is a circular, broken column against which lies a bundle of grass bound round by a rope, and on it what appears to be the right hand and arm of the grass-cutter, Svastika. Of phyllite. Height 5-75 in. Dh. ’12—844; between L and D 3; 5 ft. 7 in. below surface. Cf. p. 251 supra.",,Gr,,1912
104,,,,,,"104. Fragment from the right side of a relief. The Buddha, who must have been the central ﬁgure, is lost. In the middle of the fragment is a ﬁgure in Kushan costume, wearing trousers, boots, a long coat of imbricated mail and an elaborate turban with high circular ornament, on the left side. His head is turned towards the now missing Buddha, whilst his feet rest on the back of a prone male. In front of his waist he holds a short sword, his left hand on the scabbard, his right grasping the hilt, as if about to draw it. Behind is a personage of high caste, his right hand upraised as if in salutation. On the left is a tall, fully clothed, wandering ascetic, with hair piled high, right hand also raised to the shoulder as in salutation, the left grasping a long staff (khakkhara) with a knob at the top. The relief presents some unusual features in the presence of the ascetic and the prone male ﬁgure. But of those who attack the Buddha— Angulimﬁla, Atavika and Mara—only the last assumes the costume of a warrior (cf. A.G-B.G. ﬁgs. 201, 204, 404), while prostrate ﬁgures of his army are not unknown in scenes depicting his attack. Cf. A.G-B.G. ﬁgs. 203, 402. Of phyllite. Height 8-2 in. Kn. ’3 1—106; A1, square chamber; 2 ft. 6 in. below surface. Cf. pp. 328—9 supra. (Pl. 219, no. 104.) CH. 36] STONE SCULPTURES 715",219-104,Kn,,
105,,,,,,"105. Fragment from left of a relief depicting Mara’s attack. Cf. no. 104 supra. To the right, the haloed Buddha is seated on a grass-strewn throne under a pipal tree, his left hand grasping the edge of his robe, his right in bhumispars’u-mudrd, the foreﬁnger just touching the edge of the grass covering of the throne. On his right, Mara, defaced, is about to draw his sword from its scabbard. He no longer wears the dress of a barbarian warrior, but only a dhotr' and a scarf over his left shoulder. Of his demon army, only a headless naked ﬁgure in the background and a curious dog—like animal standing on its hind legs, its back against the left edge of the panel, are preserved. Cf. no. 196 infra. By the right shoulder of the Buddha is a beardless Vajrapini with vajru in left hand. Of phyllite. Height 7-8 in. Kn. ’31—149; octagonal chamber, AI; 5 ft. below surface. Cf. pp. 328—9 supra. (Pl. 219, no. 105.)",219-105,Kn,,1931
106,,,,,,"106. Bust of one of Mara’s demon army, from a relief depicting Mara’s attack. The head of the ﬁgure is turned Violently in line with and resting on the left shoulder. The rough hair is brushed up above the forehead and the coarse whiskers and beard, the wide staring eyes, heavy eyebrows, thick lips, broad heavy nose and knitted brows are in keeping with its demoniac character. The chest is bare save for a crossed breast—chain passing over the shoulders and connected in the centre of the chest by a circular medallion, embellished with a ﬁve-petalled rose. Cf. The Monuments of Sdﬁchz', Pl. XXIX. A fracture on the left side of the top of the head indicates the loss of some ornament or knot of hair. Of phyllite. Height 4-75 in. Cf. p. 251 supra; A.S.R. (1912), P1. VII, 17, I. Dh. ’12—959; east of L; 7 ft. 8 in. below surface. (Pl. 217, no. 106.)",217-106,Dh,,1912
107,,,,,,"107. Head of a barbarian ﬁgure from a relief. The face is turned right and, though less ferocious than that of the foregoing, the rough hair, beard, drooping moustache and coarse features make certain its identiﬁcation as one of Mara’s warriors. Of phyllite. Height 4 in. Dh. ’12—1,118; between D3 and L; 8 ft. below surface. Cf. p. 251 supra.",,Dh,,1912
108,,,,,,"108, a—m. Group of small miscellaneous heads, broken off from various reliefs and comprising heads of the Buddha, Bodhisattva, Indra, Vajrapani, lay worshippers and members of Mara’s demon army. The laymen wear turbans of various types, Indra his characteristic high head-dress. Cf. nos. 149, 150 infra. Vajrapani is of the bearded Jovian type, while Mara’s demon attendant has a ﬂat topknot with straggling locks falling over the ears. Dh. ’13—503.",,Gr,,1913
109,,,,,,"109. Head of phyllite, from a relief. The hair is dressed close to the head; the face is clean- shaven save for a moustache with drooping ends. Nose, lips and chin are damaged but the modelling is vigorous and the whole not displeasing. Despite the absence of the usual demoniac features, the face appears to be that of a barbarian, at least in the sense of being that of amleccha. Height 5-25 in. Dh. ’12—C 156.",,Dh,,1912
110,,,,,,"110. A false gable-window with legends depicted in three panels. Cf. A.G-B.G. ﬁgs. 75, 183, 193, 458- (a) The top panel is framed in an ogee arch voluted at the springing. Running round the outer edge of the frame is a saw—tooth moulding, and round the inner edge a beading. The incident represented in this panel is the descent of the Buddha at Sankas’ya from the Traya— strims’a heaven. In the centre the Buddha stands, facing, right hand upraised in abhaya- mudru'. On his right are Indra and an attendant with hands clasped in adoration, and behind them, in the upper background, Vajrapani. On the Buddha’s left are Brahma and an attendant, both with ﬂowing locks in similar attitudes of adoration, and behind them one of Brahma’s entourage. Of the triple ladder of the descent there is no indication. It may be noted that the texts and both Fa Hien and Hsiian Tsang state that Indra was on the left side of the Buddha, but his characteristic head-dress (cf. nos. 147—50 infra) leaves no doubt as to his identiﬁcation here on the Buddha’s right. Between this panel and the central one is a frieze with saw-tooth mouldings on the lower and upper edges, and between them four small panels separated by Indo—Corinthian pilasters; in each panel is a ﬁve-petalled ﬂower. (1)) The centre panel is rectangular with a half—ogee wing at either end. In the rectangular space is portrayed the ‘Presentation of the four bowls’, with the haloed Buddha seated 716 STONE SCULPTURES [CH. 36 in abhaya-mudrd on a grass-strewn throne. Two of the Lokapalas stand on either side, each holding an alms-bowl. Under each of the half-arches a worshipper kneels on one knee, facing inwards With hands elapsed in adoration. Between this scene and the lowest panel is an acanthus frieze above a ﬂat bead-and-reel moulding. (c) In the bottom panel is shown the ‘Entreaty to Preach’, Adhyeshaua. In the centre, the haloed Buddha, face now lost, is seated in abhaya-mudrd under a tree on a grass-strewn throne, the front of which is ornamented by a diamond pattern with a boss in the centre of each diamond. On the right of the Buddha is a haloed deity, presumably Indra, though the head—dress is not so characteristic as it usually is; the corresponding position on the other side of the Buddha shows two headless ﬁgures intended for Brahma and an attendant. Indra, Brahma and the attendant have the hands clasped in entreaty. A defaced Vajrapani is between the Buddha and Indra and in each upper corner of the panel is a haloed deity. On the top and sides of the panel is a ﬂat foliate moulding. Of phyllite. Height 18 in. Cf. p. 362, no. 8 supra; A.S.R. (1915), P1. XXIV, c. Mm. ’15—111; cell 8. (Pl. 219, no. 110.)",219-110,Mm,,1915
111,,,,,,"111. Fragment from right side of a relief depicting the ‘Offering of the four bowls’. Cf. no. 110, 1) supra. In the foreground, two of the Lokapalas, without haloes, face left towards the now lost Buddha, holding large alms-bowls in their hands. There are traces of at least two ﬁgures, one, with hands clasped on the breast, in the background. The feet of the Lokapalas and the faces of all the ﬁgures are now lost. Of phyllite. Height 17-75 in. Dh. ’12—C 61.",,Dh,,1912
112,17,18,,,"17,18","I 12. Fragment of damaged frieze showing the cult of the Buddha’s alms-bowl. In the centre, the alms—bowl of the Buddha set on a cushion in the seat of a draped throne. The throne is provided with high sides, over which is stretched a canopy, as in A.G-B.G. ﬁg. 21 1. Its front is also draped, and its legs rest on lions couchaut regardcmt. On either side are three worshippers, the one nearest the throne on bended knee, with hands touching the ends of the canopy. Such scenes are frequently found on the pedestals of images. Cf. A.G-B.G. ﬁgs. 211 and 459, a. Of phyllite. Length 185 in. Dh. ’30—780; mon. court A; sq. 17-18’; 4 ft. 8 in. below surface. Cf. p. 278 supra.",,Dh,,1930
113,,,,,,"113. Relief of unusual character depicting the ‘Visit of Indra’. Cf. no. 124 infra and A.G-B.G. ﬁg. 246. The panel is divided horizontally into two compartments by a balustrade in the form of a railing. In the lower the Buddha is seen, seated in meditation in a cave, his hands hidden in his robe. Outside the cave, on his left, stands Indra with halo and his usual high head-dress (cf. nos. 147—50 infra). His clasped hands touch the cave-wall. A unique feature is the presence, on the other side of the cave, of Brahma, haloed and in a similar attitude of adoration. Instead of the teeming life of the jungle the only animals are two wild boars in front of and below the mouth of the cave. Above the balustrade are four ﬁgures; the two on the sides are diving headlong, like Wingless angels, towards the middle of the balustrade, where from their cupped hands they rain down large, four-petalled blossoms which fall in front of the balustrade and on the top of the cave. In the background and between these two spirited and unique ﬁgures are two haloed devas about to drop similar ﬂowers over the balustrade. Apropos of these Wingless angels, M. Foucher notes that they have their nearest counterpart in the Portail Royal of Chartres Cathedral (A.D. 1145—50). Of phyllite. Height 21-25 in. Cf. p. 346 supra; A.S.R. (1927), P1. XIX, 1. Gr. ’27—109; court D, room 2; 9 ft. below surface. (P1. 219, no. 113.)",219-113,Gr,,1927
114,,,,,,"114. Relief showing the haloed Buddha in meditation, his hands hidden in his robe, seated under a tree on a grass-strewn throne. On either side, a standing ﬁgure offers to the Buddha a circular object, apparently a bowl of food. The personage on the Buddha’s left is almost obliterated save for the offering and edge of robe and the legs; but the one on the right is well preserved. He wears a dhotz', one end of which is drawn up across his bare chest to his left shoulder, wound tightly round the neck and then drawn cowl—like over his head, hiding all but his ears and a tuft of hair above his forehead. Cf. no. I I 5 infra and A.G—B.G. ﬁgs. 250 and 3 3‘3. This concealment of the head generally indicates inferior caste. Despite the absence of the a; .-,4w..am~_~w.. W... imam... 4.13m WMMkmmAMme... «-mmwm-   CH. 36] STONE SCULPTURES 717 traditional ox-carts (cf. Peshawar Museum no. 799), it is probable that this scene is intended to depict the food offering of the two merchants, Trapussa and Bhallika. Cf. no. I I6 infra. Of phyllite. Dharmarajika Stﬁpa. The sculpture is still in situ, at the side of the steps near N 18 which lead to the monastery area. (Pl. 220, no. 114.)",220-114,Mm,,
115,,,,,,"115. Fragment from a relief such as no. 114 supra, consisting of the head of a ﬁgure with head shaven save for a tuft of hair above the centre of the forehead. The head, except the face and tuft of hair, is covered in the folds of a shawl. The ﬁgure is probably that of a man of inferior caste. Cf. no. 114 supra. Of phyllite. Height 2-4 in. Dh. ’21-B 64; D3; 2 ft. below surface. Cf. p. 251 supra. (Pl. 226, no. 115.)",226-115,Dh,,1921
116,,,,,,"116. Relief showing the haloed Buddha seated in meditation under a tree, now defaced, on a grass—strewn throne with saw-tooth moulding on upper edge. Standing on either side of the Buddha are two men of middle caste. In each case the one nearer the Buddha bears an offering in his cupped hands; those behind are clasping their hands in adoration. In the upper right corner are traces of another adoring ﬁgure. All the faces are lost save those of the two ﬁgures on the left of the Buddha. The nearer is bearded, his companion clean-shaven. The scene probably represents the ‘ Offering of Food’ by the two merchants, Trapussa and Bhallika, despite the absence of the traditional ox-carts. Cf. no. 114 supra. If this identiﬁcation be correct, then the defaced tree is the rdjayataua tree, under which the Buddha was then medi- tating. Of phyllite. Length 16.75 in. Dh. ’12—1,o36; D; 8 ft. below surface. Cf. p. 251 supra.",,Dh,,1912
117,,,,,,"117. Relief depicting the haloed Buddha seated in abhaya-mua'ra' on a grass—strewn throne with saw-tooth moulding on the upper edge. To his left stands a small defaced ﬁgure in an attitude of adoration, and behind it, the upper part of a haloed ﬁgure with a high head-dress and hands clasped on the breast. On the Buddha’s right is a venerable bearded Brahman with clasped hands and face turned to the Buddha; and, in the background, an aged Vajrapani, with his vajra in his left hand. Despite some unusual features, the scene may possibly repre- sent the Adhyeshaua, the ‘Entreaty of the Buddha’ by the gods Brahma and Indra to preach his doctrine; for the haloed ﬁgure appears to be Indra and the aged Brahman, though lacking a halo, might well represent Brahma. Cf. A.G—B.G. ﬁgs. 212—13, 215, 347, a and 440. Of phyllite. Height 8-6 in. Kn. ’3 1—130; octagonal chamber, A I; 2 ft. below surface. Cf. pp. 328—9 supra. (Pl. 220, no. 117.)",220-117,Kn,,
118,,,,,,"1 18. Part of a unique representation of the First Sermon showing the haloed Buddha seated on a grass-strewn throne, his left hand grasping the hem of his robe (in quite unusual fashion), his right hand touching the Wheel of the Law. The wheel is thirteen-spoked with small bosses on the inside of the rim between the spokes, and small umbrellas (P) corresponding to them on the outside (p. 34, n. I supra). The wheel rests on the three points of a triratna, supported by a dwarf Indo-Corinthian pillar. Flanking the throne are two deer couchant regardant. An unusual feature is the presence, on the left of the Buddha, of Indra, haloed but now defaced, while Brahma, likewise haloed and in the guise of a Brahman novice, occupies the corresponding position on the Buddha’s right. On Brahma’s right is a bearded Vajrapani, with ﬂy—whisk (caurz') in right hand and vajra in left. In the left foreground two monks are seated on low, circular, grass-strewn seats. The right of the panel is lost, and of the other three monks only traces of one and his seat remain. A spirited, haloed, ﬂying dew with ﬂower(?) offering in left hand ﬁlls the upper, left corner. Along the lower edge is a stylised, foliate moulding. Of phyllite. Height 19 in. Cf. p. 251 supra; A.S.R. (1912), P1. VIII, e and Marshall, Guide to Taxila, Pl. VIII, b. Dh. ’13—69; D 3; 5 ft. 6in. below surface. (Pl. 220, no. 1 18.)",220-1 18,Dh,,1913
119,,,,,,"119. Fragment of relief depicting the ‘First Sermon’. Cf. no. 118 supra. All of the panel to the left of the Buddha is lost save the standing ﬁgure of a youthful Vajrapani. The Buddha is seated under a tree on a throne, no longer grass-strewn, but with the saw—tooth moulding on the upper edge. His left hand grasps his robe, his extended right hand (now lost) touching one of three interlaced, ﬁve-spoked wheels, each of which is supported on a point of a triratna. Cf. A.G-B.G. ﬁg. 219. On the Buddha’s right are three monks of various ages, one standing, MT 9I 718 STONE SCULPTURES [CH. 36 with clasped hands, the other two seated in meditation on low grass-strewn seats. Traces of a now lost ﬁgure on the upper left, between the aged monk and the tree. Of phyllite. Height 82 in. Kn. ’32—302; front of B15; I ft. 9 in. below surface. Cf. p. 340 supra. (Pl. 220, no. 119.)",220-119,Kn,,1932
120,,,,,,"120. Fragment showing a high gateway and part of the contiguous crenellated and loopholed city wall. Emerging from under the ﬂat lintel of the gateway, a ﬁgure appears with hands now lost but seemingly carrying a round object (? alms—bowl). Despite the absence of the Buddha, due to the mutilation of the right side of the fragment, and the presence of a second person with an alms—bowl—unless this latter be a second representation of the emerging ﬁgure—there can be little doubt that the latter is Nanda, enveigled by the Buddha into carrying his alms-bowl from the city of Kapilavastu to the Nyagrodharama. Cf. A.G-B.G. ﬁg. 234. Of mica schist. Height 19 in. Dh. ’13—170; D3; I ft. 6 in. below surface. Cf. p. 251 supra.",,Dh,,1913
121,,,,,,"121. Relief depicting the Buddha attended by Vajrapani and surrounded by women. The Buddha, haloed and moustached, is seated on a cushioned throne with turned legs. Over the cushion is a coverlet, with three lines of beaded ornament, which falls in front of the throne to the level of a small footstool. The Buddha’s right hand is raised in abhaya-mudrd, his left rests in his lap, the ﬁrst two ﬁngers pointing downwards. On the Buddha’s left are four standing females, two younger ones in the upper background, two elder ones in the foreground. By the Buddha’s right shoulder stands a fully clothed and bearded Vajrapani, the end of his heavy wjra in his right hand. Below him is a middle—aged woman with two little girls, the taller standing by the edge of the throne, the smaller in front of it, her head level with the cushion. The skilful characterisation of the varying ages of the women is exceptional, and their coiffures exhibit great variety. The two younger women wear Chaplets, but in the case of the older women these are replaced by light coverings, falling like veils behind the shoulders. All the women wear ear—rings, collars, necklaces, bracelets and, where the feet are shown, anklets, except the very aged female on the right who wears only bracelets. The attitudes of the women are varied; three carry offerings in baskets, another has a bunch of blossoms in her right hand and one young female and the two children clasp their hands in adoration. There are no details to assist in the identiﬁcation of this scene and we can only recognise some of the many bene- factresses of the Buddha or so many donors. Of phyllite. Height 19 in. Cf. p. 251 supra; A.S.R. (1912). P1. VIII, d and Marshall, Guide to Taxila, Pl. VIII, a. Dh. ’I2—2,286; D3; 5 ft. 6 in. below surface. (Pl. 221, no. 121.)",221-121,Dh,,
122,,,,,,"122. Fragment from left side of a relief showing part of a haloed dew or Bodhisattva with hands clasped in adoration and facing right. When complete the ﬁgure was, like the dew on the upper left corner of no. 129 infra, seated with legs crossed at the ankles but all below the ankles is now lost. Cf. also no. 123 infra. The hair, dressed high on the head, is bound by a jewelled band above the brow and falls behind in a bunch of curls. An armlet and ﬂat collar adorn the ﬁgure and the edge of the halo is embellished by a beading and incised line. Of phyllite. Height 3-62 in. Cf. p. 249 supra; A.S.R. (1914), P1. X, 8. .Dh. ’14—721; B 18; 2 ft. below surface.",,Dh,,1914
123,,,,,,"123. Fragment from right of a relief such as no. 129 infra, showing a haloed dew or Bodhi— sattva seated in easy attitude on a throne, with legs crossed at the ankles. The face, damaged, was turned half—left. The hair is dressed high on the head, and ear-rings and bracelets adorn the ﬁgure. The left hand grasps the edge of the robe in the lap, the right holds the very thick stalk of a large conventionalised ﬂower, probably intended for a lotus. This ﬁgure, like no. 122 supra and no. 129 infra, is probably from some large and elaborate composition of the ‘Miracle of Sravasti’. Of phyllite. Height 5 in. Cf. p. 249 supra; A.S.R. (1914), P1. XVIII. Dh. ’I4——752; B—19; 2 ft. 6 in. below surface.",,Dh,,
124,,,,,,"124. An elaborate but mutilated representation of the ‘Visit of Indra’. Cf. no. 113 supra and A.G-B.G. ﬁg. 246. In a cave in a rocky mountain the haloed Buddha, face missing, is seated in meditation. From surrounding caves the heads of wild animals peep out, and there are traces of two headless beasts along with other undeﬁnable creatures. Trees and foliage spring from the mountain sides, and here and there on rocky ledges are human ﬁgures, CH. 36] STONE SCULPTURES 719 mostly standing, with faces towards the Buddha; the greater number are defaced, though four haloed, adoring devas are still fairly well preserved, in pairs on either side, near the top of the cave. On the right is Paﬁcika, seated in European fashion, wearing a coat of mail, the lower end of his long spear still preserved between his legs, as in A.G—B.G. ﬁg. 432, and in the inscribed representation in the Peshawar Museum. Below Paﬁcika are traces of ﬁve standing ﬁgures; those corresponding to them on the left of the cave are now only faintly discernible, but, judging from replicas of this scene, the one nearest the cave may have been Indra’s musician, Paﬁcasikha. Behind him are the six hoods of a Naga Snake—king, and a little higher up is a small ﬁgure, seated in meditation. The long panel below, on which Indra and his entourage are shown, is so defaced that among the twelve ﬁgures crowding the scene, it is now impossible to identify any; on the right, however, are clear indications of Indra’s elephant, Airavata, and the royal umbrella. Indra, himself, is lost in the medley of gods forming his cortege. Neither is it possible to name the ﬁgure on the left, seemingly rising a mi corps from the bottom edge of the panel. Of phyllite. Height 32-5 in. Cf. p. 384. supra;jn. Mem. P1. XVIII, a. In. ’16—130; C15; 6 ft. 6 in. below surface. (Pl. 221, no. 124.)",221-124,,,1916
125,,,,,,"125. Fragment from left of a relief of the ‘ Offering by the Monkey’. A monkey, erect on its hind legs, advances to right holding in its two paws the alms-bowl of madhu to present to the now lost Buddha, who was seated under a pipal tree, of which part of the foliage is preserved. Behind the monkey is a seated meditating monk, and between him and the animal is a headless standing ﬁgure,I while near the pipal foliage are the head and torso of a man of good caste, with elaborate turban, facing right. On the upper left edge is the foliage of a tree, doubtless the one from which the monkey has collected the madhu. Of phyllite. Height 9-25 in. Cf. A.S.R. (1914), P1. X111, a. Dh. ’14—890; between P 10 and P7, on top of wall. (Pl. 221, no. 125.) 126. Headless image of the Buddha, seated in dharmacakra—mudrd on a full-blown lotus. The robe conceals the entire body except the right arm and shoulder and the soles of the feet, which are turned upwards, parallel to the front of the body. On the breast is placed the right hand, palm inwards, the ﬁrst two ﬁngers extended, the others slightly bent; the left hand is beneath the right, thumb and foreﬁnger pressed together, touching the lower edge of the little ﬁnger of the right hand. Cf. no. 128 infra. Of phyllite. Height 9-18 in. Dh. ’16—237; mon. court A; 2 ft. 6 in. below surface. Cf. p. 278 supra. (Pl. 221, no. 126.) 127. Fragment of image of the Buddha, seated on a full—blown lotus, in meditation. The head and greater part of the chest are missing, only the arms and crossed legs being fully preserved. The hands are not, as usual, lying in the lap with their palms upwards, but are clasped in front with the palms towards the body. Of phyllite. Height 6-25 in. Dh. ’15—982; court A; 8 ft. below surface. Cf. p. 278 supra. 128. Headless image of the Buddha shown seated in dharmacakra-mudrd, with the bare soles of the feet upturned, as in no. 126 supra. The robe exposes the right arm and‘shoulder. The seat, which is damaged, was in all probability a lotus throne, as in nos. 126 and 127 supra, but with a modiﬁed base. Below the Buddha’s right knee and attached to the throne stands a defaced, haloed ﬁgure, seemingly a Bodhisattva. Despite the damage to the hands, it is plain that their position was not precisely that shown so clearly on no. 126 supra. Of phyllite. Height 17 in. Dh. ’13—231; N4; 3 ft. 9 in. below surface. Cf. pp. 262—3 supra.","221-125, 221-126",Dh,,1914
129,,,,,,"129. Fragment from the right of a relief of the ‘Miracle of Srivasti’, showing haloed Bodhisattvas in various attitudes, seated or standing on lotus ﬂowers upheld by their stems. One is seated in easy attitude, legs crossed at the ankles (cf. no. 123 supra), hands clasped in adoration; two hold long garlands in front of the body; another holds a ﬂask in the left hand, suggestive of Maitreya, whilst another, seated on his haunches, knees up, one foot on the seed-vessel on which he sits, the other on the stamens of the lotus, draws a garland or jewels from a bowl held in the left hand. Reliefs of this nature are the source of such sculpture as I The headless ﬁgure and the madhu tree appear on some fragments belonging to this relief which are missing from the photograph in P1. 221, no. 125. 91~2 720 STONE SCULPTURES [CH. 36 nos. 123 supra and 130 infra. Of phyllite. Height 13 in. Dh. ’13—1,126; eastern stairs of Main Stﬁpa. (Pl. 221, no. 129.)",221-129,Dh,,1913
130,,,,,,"130. Figure of a haloed deva 0r Bodhisattva seated on a lotus throne. Face is turned half- right. The robe entirely conceals the body. The hair, dressed high, falls in waves on the right side of the head. Ear-rings and necklace (P) are the only jewels. The right hand is placed on the breast, palm inward; the left lies in the lap. Apparently from a relief such as no. 129 supra. Of phyllite. Height 5-12in. Cf. A.S.R. (1915), p. 6, A5. Dh. ’15—1,47o; main stﬁpa, east entrance; 2 ft. below surface.",,Dh,,1915
131,,,,,,"13 1. A well—modelled head of a woman. The face is full, the eyes closed. The hair is dressed ﬂat to the head and is crowned by a Chaplet, composed of three rows of beads, with a four— petalled ﬂower in the centre. The closed eyes suggest that the head is from a representation of the ‘ Sleep of the Women’. Cf. nos. 98—100 supra. Of phyllite. Height 3-8 in. Cf. p. 249 supra; . A.S.R. (1912), PI. VII, a, 2. Dh. ’13—144; chapel D 5; I ft. below surface.",,Dh,,1913
132,,,,,,"132. Relief depicting the last episode in the ‘Miracle of Sravasti’. Under a mango tree the haloed Buddha is seated on a grass-strewn throne, the front embellished by a diamond trellis, with a four-leaved ﬂower in each diamond, the points of the leaves in the angles. The left hand of the Buddha, now lost, lay in his lap; his right is resting, palm upward, by his knee. On the left of the Buddha is king Prasenajit on a low, draped seat, his hands, now defaced, clasped in adoration. Behind him are traces of a standing ﬁgure. On the Buddha’s right are two naked tirtharikaras, the nearer, now headless, seated like the king in European fashion on a circular rattan stool, both hands resting on his left knee. His disciple, bald-headed and exceedingly ill—featured, stands behind him with right arm bent until the hand rests on the shoulder. The seated, headless tirthaﬁkara is apparently Purina Kasyapa. In the background, on the Buddha’s right, is Vajrapani, with vajra in his left hand and his right arm wrapped in his robe, the hand alone protruding from the neck of the garment. The corresponding position on the Buddha’s left is occupied by a standing, adoring ﬁgure, without halo—possibly one of king Prasenajit’s followers. The scene seems to illustrate very closely a phrase in the fataka: ‘The Master, having performed the yamaka—pdtihdriya and having realised the readiness of many people to believe, descended and sat on his Buddha throne and taught the law.’ The only difﬁculty is that the hands are not in the teaching attitude according to the Gandhara School. But the general conception of the scene is more in keeping with the earlier Indian School and with the Pali tradition which designates this event as ‘the miracle at the foot of the mango tree ’. Of phyllite. Height II in. Dh. ’12-278; between L and D 3; 4. ft. below surface. Cf. pp. 251, 698 supra. (Pl. 222, no. 132.)",222-132,Dh,,1912
133,,,,,,"133. Fragment from right side of a relief showing two standing Brahman ascetics, the one on the left, a brahmacarin, wearing a short dhotz' of woven material. His long hair falls from a topknot on either side of his head. His companion, an old, bald and bearded man, holds a water-pot (kamandalu) in the crook of his bent left arm. His only garment is a short skirt, apparently made of twisted and knotted ﬁbres, probably from the inner bark of a tree. This material resembles that forming the lower part of the paruas'a'ld of no. 134 infra. Cf. A.G-B.G. ﬁg. 189. Of phyllite. Height 6-5 in. Kn. ’13—161; A1; west of stﬁpa in octagonal chamber; 5 ft. 3 in. below surface. Cf. pp. 328—9 supra. (Pl. 222, no. 133.)",222-133,Kn,,1913
134,,,,,,"I34. Fragment from left of a relief showing an aged, bearded anchorite, seated in his leaf hut (paruas’a'la) on a rolled mat (brishi), his hands clasped round his crossed legs below the knees. His ribs are clearly seen under the bare right arm. Before him is a ﬁre-altar resembling those carved in the solid rock at Persepolis, and quite unlike the egg-cup shaped vea’i shown in the Kasyapa scenes on the east gate at Sanchi. The leaf hut is not made uniformly of one material. The lower part resembles somewhat the garment of the old Brahman in no. 13 3 supra (cf. A.G-B.G. ﬁg. 189). Below the anchorite and the ﬁre—altar is a narrow frieze, and on it an undulating garland-like stem with a half-eglantine in each loop. Under the frieze is a head of a youthful ﬁgure from a now lost scene. For the motif, cf. ‘Seals and Sealings’, CH. 36] STONE SCULPTURES 721 ch. 34, no. 24. Of phyllite. Height 8-9 in. Cf. p. 330 supra; A.S.R. (1930—4), P1. XCIV, d. Kn. ’31—572; front of A15; 2 ft. below surface. (Pl. 222, no. 134.)",222-134,Kn,,1931
