,X,Y,block,class,description,plate,site,stratum,year
149,26,93,A, XXXII. Anvils 0r beak-irons (nos. 143—9),"149. Similar but smaller and with more regular taper downwards. Same age. Height 3-25 in. Sk. ’28*264; Block A’; sq. 26-93’; stratum II. Cf. p. 195 supra. (Pl. 167, no. I49.) A curious type of nail (a) found only in the Bhir Mound and dating from the third to second century B.C. has a broad ﬂat head of varying shape with a small round hole perforated from side to side at the upper edge. The purpose of the hole is not apparent; it might be intended to take a wire or string. Of nails with heads turned over at right angles to the shank (type b) no. 152 is of the third to second century B.C.; no. I 53 of the ﬁfth century A.D. Nos. 154—6 with heavy boss heads all come from Sirkap and date from the ﬁrst century A.D. They were prob— ably used for studding door—fronts but might also have served as beak—irons for light metal—work. Beak-irons with single spikes, like these, for ﬁxing into a wooden block, were in use among Roman artiﬁcers (cf. Dar. et Sag. 3.22. ‘Incus’, ﬁg. 4037). The ornamental door-bosses of iron, held in place by a centre nail (nos. 157—62), come partly from strata of the ﬁrst century A.D. in Sirkap, partly from the ﬁfth-century monasteries at Jauliaﬁ and the Dharmarajika. Such bosses were more commonly made of copper or bronze than of iron (cf. ‘ Copper and Bronze’, ch. 28, nos. 408—I2). Hooks (nos. 163—6) are of two types, viz. :7 (a) a rigid hook driven into the woodwork of the ceiling, for hanging things on; (b) movable hooks used in conjunction with staples as door-fasteners. Type a: 150, a, b. Two nails, with ﬂat shanks and broad ﬂat heads projecting to one side of the shank. At its upper edge the head is perforated from side to side by a small round hole. Length 4-87 and 4-45 in. respectively. Third to second century B.C. Bm. ’21—144; sq. 11-51’; stratum II. (Pl. 167, no. 150, a, b.) (311.27] IRON OBJECTS 557 151, a—g. Seven nails, with ﬂattened shanks, splayed at the head and tapering gradually to the point. In the middle of the head is a small hole perforated from side to side. Length 6'25——8-5 in. Bm. ’21—82; sq. 10-52’; stratum II. (Pl. 167, no. 151, a, b.) Type I):","167-I49, 167-150-a-b, 167-151-a-b",Sk,2,1928
152,25,26,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","152. Nail, with ﬂattened tapering shank and head projecting in all directions at right angles to the shank. Length 35 in. Third to second century B.C. Bm. ’20—586; sq. 25-26'; stratum II. (Pl. 167, no. 152.) I 53. Similar, but longer and with square shank and head projecting on two sides only. Length 12-5 in. Fifth century A.D. Mm. ’I5—F36. Cf. p. 363 (22) supra. (Pl. 167, no. 153.) Type c:","167-152, 167-153",Bm,2,1920
154,36,60,B," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","154. Iron nail with heavy rounded boss head. Length 4-5 in. This and the two following specimens were probably used for studding door-fronts; but they might also have been used as beak-irons for light metal—work. First century A.D. Sk. ’24—170; Block B; sq. 36-60’; stratum 1. (Pl. 167, no. 154.) 1 5 5. Similar and of same age, but with ﬂattened head, of roughly hexagonal shape. Length 4-62 in. Sk. ’24—15; Block B; sq. 35-51'; stratum I. (Pl. 167, no. 155.)","167-154, 167-155",Sk,1,1924
156,106,79,G," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","156. Similar to no. 155 and of same age. Length 7-62 in. Sk. ’28—1,976; Block G’; sq. 106-79’; stratum II. (Pl. 167, no. 156.) I 57. Iron door-boss, saucer—shaped with raised dome in centre. Diam. 2-81 in. Sk. ’26—3,o81; Block G; sq. 103- 50'; stratum III. Centre nail missing. Cf. p. 169 supra. (Pl. 168, no. 157.) I 58. Similar, and of same age. Diam. 2-75 in. Sk. ’19—1,46o; Block D’; sq. 59-104’; stratum II. Cf. p. 190 supra. (Pl. 168, no. 158.) *","167-156, 168-157, 168-158",Sk,2,1928
159,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","159. Helmet-shaped door—boss, with long boss—headed nail through centre. Diam. 162. Fifth century A.D. In. ’16—F42; mon. court. Cf. p. 385 supra. (Pl. 168, no. 159.)",168-159,,,1916
160,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","160. Two square door-bosses, with nails as in preceding. Size 3 in. square. Fifth century A.D. In. ’16—F46; mon. court. Cf. p. 385 supra. (Pl. 168, no. 160.)",168-160,,,1916
161,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","161. Lotus-shaped boss of copper with iron centre. Length 212 in. Probably ﬁfth century A.D. Dh. ’13—963; east of K; 1 ft. below surface. (Pl. 168, no. 161.)",168-161,Dh,,1913
162,93,75,F," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","162. Round doorwboss, like inverted saucer, with four petals radiating from centre depres- sion to rim. Diam. 4-5 in. First century A.D. Sk. ’I7—~108; Block F’; sq. 93-75’; stratum II. Cf. p. 183 supra. (Pl. 168, no. 162.)",168-162,Sk,2,
163,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","163. Hook, with serpentine head at right angles to shank. Length 512 in. Evidently in- tended to be driven into the ceiling and used for hanging things on. Fifth century A.D. Mm. ’15—19; mon., south-west corner; 3 ft. below surface. Cf. p. 363 (23) supra. (Pl. 168, no. 163.)",168-163,Mm,,1915
164,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","164. Movable hook with loop head (broken), used probably as a door-fastener like no. 52. Length 287 in. Fifth century A.D. Sk. ’17—Kun. 90; south veranda; 3 ft. below surface. Cf. p. 352 supra. (P1. 168, no. 164.) _ 16 5, a—c. Similar and of same date, but with straight shanks. Length 3-62—4 in. Mm. ’15— E31. Cf. p. 363 (24) supra.",168-164,Sk,,1917
166,,,," XXXIII. Nails, nail—bosses and hooks (nos. 150—66)","166. Similar, but of less solid make and irregular shape. Length 8-25 in. Fifth century A.D. Jn. ’16—«F41; mon. court. Cf. p. 385 supra. (Pl. 168, no. 166.) Objects in this class date from the ﬁrst and ﬁfth centuries A.D. The clamps take the form either of a single straight strip of metal nailed to the object, or of two bands on opposite sides of the object with nails uniting them between, or of a single band of metal bent round the object and secured or not by a nail. The staples MT 7I Ornamental door-bosses Hooks Clamps Staples     558 IRON OBJECTS [011.27 are made of iron wire doubled, with a loop at the middle and with the two ends pointed for driving into the wood. Type a:",168-166,Jn,,1916
167,,,, XXXIV. Clamps and staples (nos. I67—76),"167. Clamp, consisting of straight ﬂat strip of metal, pierced by four long nails. Length 19-75 in. Length of nails about 14in. First century A.D. Sk. ’14—978; north of apsidal temple; debris. (Pl. 168, no. 167.)",168-167,Sk,,1914
168,,,, XXXIV. Clamps and staples (nos. I67—76),"168. Similar, with two nails; same age and from same spot. Length 4-25 in. (Pl. 168, no. 168.)",168-168,,,
169,,,, XXXIV. Clamps and staples (nos. I67—76),"169. Nine iron clamps with nails intact; similar to no. 168. Length 3—7-5 in. Fifth - century A.D. Mm. ’15—EI. Cf. p. 363 (25) supra. (Pl. 168, no. 169.)",168-169,Mm,,1915
170,,,, XXXIV. Clamps and staples (nos. I67—76),"170. Similar. Length 7-5 in. Fifth century A.D. In. ’I6—F49; mon. court. Cf. p. 385 supra. (Pl. 168, no. 170.) . Type 1). Cf. ‘Copper and Bronze’, ch. 28, no. 380.",168-170,,,
171,,,, XXXIV. Clamps and staples (nos. I67—76),"171. Thirty-three double clamping irons, with nails at each end attached to most of them. Length 3-16 in. Fifth century A.D. In. ’16—F 50; mon. court. Cf. p. 385 supra. (Pl. 168, no. 171.) Type c:",168-171,,,1916
172,135,50,1, XXXIV. Clamps and staples (nos. I67—76),"172. Double clamping iron with single nail at one end only. Length 387 in. First century A.D. Sk. ’26—985; Block 1; sq. 135-50’; stratum II. Cf. p. 171 supra. (Pl. 168, no. 172.)",168-172,Sk,2,1926
173,,,, XXXIV. Clamps and staples (nos. I67—76),"173. Similar to preceding, but made of a single length of stout wire without nail. Length 4-75 in. Fifth century A.D. In. ’16—F35; mon. court. Cf. p. 385 supra. (Pl. 168, no. 173.)",168-173,,,1916
174,,,, XXXIV. Clamps and staples (nos. I67—76),"174. Iron staple and ring. Length 7-62 in. First century A.D. Sk. ’14; Trench A634; stratum II. (Pl. 168, no. 174.)",168-174,Sk,2,1914
175,,,T2, XXXIV. Clamps and staples (nos. I67—76),"175. Similar. Length 4-37 in. Fifth century A.D. Dh. ’15—876; T2; 5ft. below surface. Cf. p. 247 supra. (P1. 168, no. 175.)",168-175,Dh,,1915
176,,,, XXXIV. Clamps and staples (nos. I67—76),"176. Similar, but with single shank and two links of chain attached. Same ﬁndspot and same age as preceding. Cf. p. 247 supra. (Pl. 168, no. 176.) Though larger, the iron hinges are of similar pattern to the copper and bronze ones (‘ Copper and Bronze’, ch. 28, nos. 377#9); it is noteworthy, however (though this is no doubt accidental), that no specimens of iron hinges have been found of a date earlier than the ﬁfth century A.D., whereas the bronze and copper ones are of the ﬁrst century A.D. .",168-176,,,
177,,,, XXXV. Hinges (nos. 177*9),"177. Iron door-hinge of double-leaf pattern. Length 6-37 in. Fifth century A.D. Mm. ’15— 164; cell 23; 6 ft. below surface. Cf. p. 363 (26) supra. (Pl. 168, no. 177.)",168-177,Mm,,1915
178,,,, XXXV. Hinges (nos. 177*9),"178. Similar, and of same age, but leaf-pattern on one side only; other side oblong. Length 12-5 in. In. ’16—F3I; mon. court. Cf. p. 385 supraﬂn. Mem. P1. XXVIII, k. (Pl. 168, no. 178.)",168-178,,,1916
179,,,, XXXV. Hinges (nos. 177*9),"179. Three door—hinges of iron, of same age, but both sides consist of narrow tapering strips. Length 8—13 in. In. ’16—F 56; mon. court. Cf. p. 385 supra; j‘n. Mem. Pl. XXVIII, 0. (Pl. 168, no. 179.) Cf. ‘ Copper and Bronze’, ch. 28,, nos. 383-5.",168-179,,,1916
180,165,110,K," XXXVI. Chains (m... 180, 181)","180. Three ﬁgure—of—eight links of chain. Length 6- 5 in. First century A.D. Sk. ’27—146; Block K’; sq. 165-110’; stratum II. Cf. p. 180 supra. (Pl. 168, no. 180.) CH. 27] IRON OBJECTS 559",168-180,Sk,2,1927
181,,,," XXXVI. Chains (m... 180, 181)","181. Two links of iron chain, ﬁgure-of-eight pattern, attached to ring—handle. Length 52 in. Fifth century A.D.: Sk. ’17—Kun. 45; south veranda; 3 ft. below surface. Cf. p. 352 supra. (Pl. 168, no. 181.) 181, a. One ﬁgure-ofueight link of door-chain attached to staple. Length 675 in. Fifth century A.D. In. ’16—F4o; mon. court. Cf. p. 385 supra; in. Mem. Pl. XXVII, n. GROUP E. AGRICULTURAL IMPLEMENTS The true spade (no. 198) does not make its appearance at TaXila until the ﬁrst century A.D.-—about the same time that it makes its appearance in the Roman world—and was then only used for shovelling purposes. For breaking and hoeing the ground the ordinary tool was a socketed hoe or mattock, shaped like the modern krurpi, with the handle set transversely to the blade. The older specimens of these tools from the Bhir Mound (nos. 182—4) have narrow chisel—like blades, and this type continues on into later times; but some of the later specimens of the ﬁrst century A.D. from Sirkap have broader blades, like the English garden hoe. Side by side with the hoe, a chisel-headed spud was also used at TaXila as far back as the third to second centuries B.C. (no. 191 infra). Later on, this tool, like the hoe also, tends to become broader in the blade. It should be noted that the tools which I here class as spuds, to be used with a vertical handle like a Dutch hoe, or spade, ‘ are classed by Flinders Petrie as ordinary hoes to be used with a transverse handle (cf. Tools and Weapons, Pls. XIX and XX), but inasmuch as the tools described below (nos. 182—90) are unquestionably hoes with transverse handles, it is highly im— probable that nos. 191—5, which are of a totally different pattern, were intended to be used in the same way as hoes.",168-181,Sk,,1917
182,28,27,," XXXVII. Spades, spuds and hoes (nos. 182—99)","182. Socketed hoe with narrow blade, thinned out and splaying gradually towards the edge. Socket damaged. Length 712 in. Bm. ’20—892; sq. 28-27’; stratum II. (P1. 169, no. 182.)",169-182,Bm,2,1920
183,25,59,," XXXVII. Spades, spuds and hoes (nos. 182—99)","183. Similar, with narrow-waisted blade and more pronounced bend. Length 8 in. Bm. ’21—54; sq. 25-59’; stratum II. (Pl. 169, no. 183.)",169-183,Bm,2,1921
184,,,," XXXVII. Spades, spuds and hoes (nos. 182—99)","184. Similar to no. 183 and of same age, but longer and narrower. Length 9' 5 in. Bm. ’14— 295; stratum II. (Pl. 169, no. 184.)",169-184,Bm,2,1914
185,44,74,C," XXXVII. Spades, spuds and hoes (nos. 182—99)","18 5. Similar, with larger socket—hole for handle. Length I ft. First century AD. Sk. ’14— I,996; Block C’; sq. 44-74'; stratum III. Cf. p. 193 supra. (Pl. 169, no. 185.)",169-185,Sk,3,1914
186,22,79,A," XXXVII. Spades, spuds and hoes (nos. 182—99)","186. Similar. Length 9-25 in. First century A.D. Sk. ’20—222; Block A’; sq. 22-79’; stratum II. Cf. p. 195 supra. (Pl. 169, no. 186.)",169-186,Sk,2,1920
187,82,73,," XXXVII. Spades, spuds and hoes (nos. 182—99)","187. Similar and of same ,age as preceding; with straight-edged blade. Length 775 in. Sk. ’14—1,874; Main Street; sq. 82-73’; stratum II. (Pl. 169, no. 187.)",169-187,Sk,2,1914
188,125,67,H," XXXVII. Spades, spuds and hoes (nos. 182—99)","188. Similar, with blade splayed out towards cutting edge. Length 5-75 in. Sk. ’15—732; Block H; sq. 125'67’; stratum II. Cf. p. 170 supra. (Pl. 169, no. 188.)",169-188,Sk,2,1915
189,,,," XXXVII. Spades, spuds and hoes (nos. 182—99)","189. Similar to preceding and of same age, but with shorter and broader blade. Length 7-75 in. Sk. ’27; Trench D172; stratum 11. (P1. 169, no. 189.)",169-189,Sk,2,1927
190,51,51,C," XXXVII. Spades, spuds and hoes (nos. 182—99)","190. Similar to preceding and of same age, but With still broader blade. Length 775 in. Sk. ’16—649; Block C; sq. 51-51’; stratum II. (P13. 169, no. 190; 205, g.)",,Sk,2,1916
191,30,125,," XXXVII. Spades, spuds and hoes (nos. 182—99)","191. Socketed chisel-headed spud. Length 6-37 in. The socket, intended to take a straight vertical handle like a spade, is formed by beating out the metal and bending over the two sides 71-2   Hoes Spuds ""i Spades   56o IRON OBJECTS [011. 27 to meet in front. Bm.""21—-9 58; sq. 30-125’; stratum I. For type, cf. Flinders Petrie, Tools and Weapons, Pl. XIX, 5, 12, 14, 25, etc. (P1. 169, no. 191.)",169-191,Bm,1,
192,33,86,B," XXXVII. Spades, spuds and hoes (nos. 182—99)","192. Socketed spud, with broader blade than preceding and open instead of closed socket. Length 7- 37 in. First century A.D. The socket in this specimen consists of two narrow ﬂanges bent only over the edges of the handle. Sk. ’20—654; Block B’; sq. 33-86’; stratum II. Cf. Flinders Petrie, ibid. nos. 7, 10, 11, 18, etc. Cf. p. 194 supra. (Pl. 169, no. 192.)",169-192,Sk,2,1920
193,47,41,C," XXXVII. Spades, spuds and hoes (nos. 182—99)","193. Similar, but with broader blade and closed socket as in no. 191. Length 4-25 in. First century A.D. Sk. ’24~91; Block C; sq. 47-41’; stratum 11. (P1. 169, no. 193.)",169-193,Sk,2,1924
194,34,75,B," XXXVII. Spades, spuds and hoes (nos. 182—99)","194. Similar to no. 193, but with open socket as in no. 192. Length 4-2 5 in. First century A.D. Sk. ’16—3 12; Block B’; sq. 34-75’; stratum II. Cf. Flinders Petrie, ibid. nos. 32—3. Cf. p. 194 supra. (P1. 169, no. 194.)",169-194,Sk,2,1916
195,,,," XXXVII. Spades, spuds and hoes (nos. 182—99)","195. Spud(?) with widely splayed blade, probably socketed, but socket destroyed. Length 3- 5 in. Fifth century A.D.(P). Dh. ’16-545; mon. court A; 3 ft. below surface. Cf. p. 278 supra. (P1. 169, no. 195.) 3",169-195,Dh,,1916
196,,,," XXXVII. Spades, spuds and hoes (nos. 182—99)","196. Spud or possibly ploughshare, with more pointed blade and side ﬂanges. Length 9-87 in. Fifth century A.D. From the Kunala monastery. Sk. ’26—Kun. 83; S 5; 4. ft. below surface. Cf. p. 352 supra. (Pl. 169, no. 196.)",169-196,Sk,,1926
197,43,59,C," XXXVII. Spades, spuds and hoes (nos. 182—99)","197. Similar to preceding, but with thinner blade. Flanged socket broken. Length 7-25 in. First century A.D. Sk. ’15—633; Block C; sq. 43- 59’; stratum III. (Pl. 169, no. 197.)",169-197,Sk,3,1915
198,45,74,C," XXXVII. Spades, spuds and hoes (nos. 182—99)","198. Spade, with double rings for socketing handle, and two rings for attachment of cord. Size 8-12 x 6-37 in. First century A.D. The presence of the two side rings on the face of the spade is of special interest as showing that the spade was intended to be used by two persons for shovelling purposes, just as one sees such implements commonly used in India to—day— one person holding the handle and pushing, the other holding the cord and pulling. Sk. ’14— I,6o4.; Block C’; sq. 45-74’; stratum II. (P13. 169, no. 198; 2o5,j.)",,Sk,2,1914
199,,,," XXXVII. Spades, spuds and hoes (nos. 182—99)","199. Iron shoe for wooden spade made of two sheets of metal hammered together at the cutting edge and united above by three transverse nails. Size 4-62 x 337 in. Fifth century A.D. In. ’16—F47; mon. court. Wooden spades shod with iron were used also by the Romans and Normans. Cf. Flinders Petrie, op. cit. p. 55 and P1. LXVII, 20, 23. Cf. p. 385 supra. (Pl. 169, no. 199). C L A s S XXXVIII. Weeding-f0rks( 9) (nos. 200—2) The three following implements were almost certainly used as weeding-forks, but similar implements have been taken for forked arrow-heads for shooting birds and small game. Cf. Flinders Petrie, op. cit. p. 35, and P1. XLI, 167—9. The fork is provided with a tang which ﬁtted into a wooden handle (or shaft) and was further secured by a nail. Two of them date from the ﬁrst century A.D. The date of the third is uncertain.",169-199,,,1916
200,97,48,G," XXXVII. Spades, spuds and hoes (nos. 182—99)","200. Two—pronged weeding-fork, with pointed tang for ﬁxing into handle.- Length 562 in. Near the base of the tang is a nail for securing the fork to the handle. First century A.D. Sk. ’15—570; Block G; sq. 97-48’; stratum I. Cf. p. 169 supra. (P1. 169, no. 200.)",169-200,Sk,1,1915
201,92,74,F," XXXVII. Spades, spuds and hoes (nos. 182—99)","201. Similar and of same date. Length 5-25 in. Sk. ’ 17—90; Block F’; sq. 92-74’; stratum II. Cf. p. 183 supra. (P1. 169, no. 201.)",169-201,Sk,2,
202,28,16,," XXXVII. Spades, spuds and hoes (nos. 182—99)","202. Similar. Length 5-5 in. Dh. ’30—52; sq. 28-16’; 3 ft. below surface. Cf. p. 287 (10) supra. (P1. 169, no. 202.) The earliest sickles found at Taxila date from the ﬁrst century A.D., though they must'have been in use for many centuries before then. When they do appear, they CH. 27] IRON OBJECTS . 561 present us with two distinct types: one with a curved blade of the shape familiar in Europe; the other with a straight blade and sharply curved handle. Both of these types are to be commonly seen in the Panjab to—day. Type a:",169-202,Dh,,1930
203,133,54,I, XXXIX. Sickles (nos. 203—7),"203. Sickle with curved blade. Inner edge and tang damaged. Length 6-37 in. First century A.D. Sk. ’26—998; Block I; sq. 133-54’; stratum II. Cf. p. 171 supra. (P1. 169, no. 203.)",169-203,Sk,2,1926
204,29,25,, XXXIX. Sickles (nos. 203—7),"204. Similar, but bent at sharp angle in middle. Inner edge serrated. End ﬂattened out and pierced with nail—hole for attachment of handle. Length 862 in. Date uncertain. Dh. ’30—73; sq. 29-25'; 2 ft. 2 in. below surface. Cf. p. 287 (11) supra. (P1. 169, no. 204.)",169-204,Dh,,1930
205,,,, XXXIX. Sickles (nos. 203—7),"205. Similar, broken at both ends. Plain inner edge. Length 6 in. Early medieval. Dh. ’16—768; mon. court A; 14 ft. below surface. Cf. p. 278 supra.",,Dh,,1916
206,,,, XXXIX. Sickles (nos. 203—7),"206. Similar to no. 203, but with serrated inner edge. Length 8-37 in. Fifth century A.D. Gr. ’27—B 67; outer wall of monastery, north—west corner. Cf. p. 344 supra. (Pl. 169, no. 206.) Type I):",169-206,Gr,,1927
207,134,55,I, XXXIX. Sickles (nos. 203—7),"207. Sickle, with straight blade and curved handle. Inner edge of blade serrated and nail—hole in handle for attachment of wooden grip. Length 5 in, but blade and handle broken. First century A.D. Sk. ’15—216; Block I; sq. 134-55“, stratum III. Cf. p. 171 supra; A.S.R. (1915), P1. VII, I. (Pl. 169, no. 207.) GROUP F. MISCELLANEOUS",169-207,Sk,3,1915
208,,,, XL. (Nos. 208—21),"208. Iron needle. Length 4-37 in. Date uncertain. Dh. ’12—19; B4; 7 ft. below surface. Cf. p. 249 supra. (P1. 170, a.) ,",170-a,Dh,,1912
209,,,, XL. (Nos. 208—21),"209. Similar. Length 4-25 in. Fifth century A.D. Gr. ’27—244D; site D; 4 ft. below surface. (P1. 170, b.)",170-b,Gr,,1927
210,84,52,F, XL. (Nos. 208—21),"210. Similar and of same date. Length 4-37 in. Gr. ’27—246E; site E; 6 ft. below surface. (Pl. 170, c.) The three iron plummets described below are all from Sirkap and date from the ﬁrst century B.C. to the ﬁrst century A.D. For a bronze plummet of the third to second century 3.0. from the Bhir Mound, cf. ‘Copper and Bronze’, ch. 28, no. 375. Such plummets were commonly used by masons and carpenters. 21 I. Vase—shaped plummet, broken at top. Height I -7 5 in. First century B.C. Sk. ’14—1 ,391; Block F; sq. 84-52'; stratum IV. Cf. p. 166 supra. (Pl. 170, d.)","170-c, 170-d",Gr,4,1927
212,25,78,A, XL. (Nos. 208—21),"212. Similar, with carinated middle. Suspension ring damaged. Height 2-37'in‘. First century A.D. Sk. ’20—221; Block A’; sq. 25-78’; stratum II. Cf. p. 195 supra. (P1. 170, g.)",170-g,Sk,2,1920
213,34,50,B, XL. (Nos. 208—21),"213. Similar to no. 212 and of same date. Height 3-12 in. Sk. ’24—297; Block B; sq. 34-50’; stratum II. Cf. p. 148 supra. (Pl. 170, f.)",170-f,Sk,2,1924
214,189,70,L, XL. (Nos. 208—21),"214. Jumper(?), square in section with both ends pointed. Length 23-62 in. First century A.D. Sk. ’26—4,429/10; Block L; sq. 189-70’; stratum II. Cf. p. 178 supra. (P1. 170, e.)",170-e,Sk,2,1926
215,,,, XL. (Nos. 208—21),"215. Crowbar or lever, square in section, with bent ends. Length 29-5 in.’ Same age and ﬁndspot as no. 214. Stratum II. Cf. p. 178 supra. (Pl. 170, h.)",170-h,,,
216,153,64,K, XL. (Nos. 208—21),"216. Weaver’s shuttle (P). Length 9 in. First century A.D. Sk. ’24—1,584; Block K; sq. 153-64’; stratum II. Cf. p. 176 supra. (Pl. 17o,j.) Numerous ingots of iron, dating from the ﬁrst century A.D. have been found in Sirkap. They are long torpedo- or shuttle-shaped pieces, hexagonal in section,'and   Needles Plummets Jumper and crowbar Shuttle a) Ingots CH. 27] IRON OBJECTS 535 Robert Hadﬁeld must have been deliberately manufactured as steel,I yielded the following analysis: C Si S P Mn Fe 07 0-04 0-008 0-02 002 99-3 The ten specimens from Taxila, which have also been examined for me by the same eminent authority, are described in the Table below. Three of them (nos. 1, 2, 5) show a very high carbon percentage, between 1-2 and 17 % (which is about double that of the Khambaba specimens), and leave no doubt that high carbon steel was being knowingly made as such at this period in India. On the other hand, it is a matter of surprise that these specimens show no signs of having been tempered. The absence of such tempering in a single or even in two specimens might perhaps be explained on the hypothesis that they were newly made and unused and for that reason had not yet been tempered, but this explanation could hardly be true of all three specimens, and we must therefore conclude that the makers of these objects were either ignorant of the process of tempering or did not think it necessary to temper steel of such high quality. Seeing, however, how close were the relations at this time between Taxila and the Western world, it seems scarcely possible that the art of tempering could have been unknown there. As to the process by which this ancient steel was produced, it was probably the same as that by which the celebrated wootz steel is still produced—or was, at any rate, being produced until a recent date———in the South of India. In this process, which is known as ‘cementation’, wrought iron is ﬁrst obtained by the direct method, viz. by heating the ores of iron with charcoal in small blast furnaces (the blast being produced by means of hand-bellows) without the intermediate forma— tion of cast iron. ‘The wrought iron is then cut into small pieces and placed in crucibles along with certain kinds of wood and leaves of plants, and then heated in charcoal blast furnaces with the lids closed. The blast is continued from four to six hours, when the steel is obtained in a molten condition. Water is then sprinkled or poured on the metal, Which is thus hardened on being quenched and the steel is obtained in a crystalline condition.’ (Neogi, Iron in Ancient India, p. 72. Cf. also Dar. et Sag. so. ‘Ferrum’, p. 1093, and for further particulars of the process, Heyne, Tracts on India, historical and statistical, p. 359; Buchanan, Travels from Madras through Mysore, etc., vol. I, pp. 118, 306; vol. II, pp. 20, 118, 308; Percy, Metallurgy, vol. 11, p. 778.) Tavernier’s remarks quoted above about Indian steel being traded in lumps ‘ of the size of a halfpenny cake’, agree with what H. G. Graves says concerning the blooms used for forging the iron beams at Konarak, which according to his measurements averaged some 6 in. in length by 1—2 in. in cross-section and weighed from three to four pounds,2 but it is to be noted that the latter are of iron, not of steel. The 108 ingots found in Sirkap and described below (nos. 217—20) are of much the same size and weight, averaging about 5-4 X 1-4 in. and weighing from 1% to 4 lb. 1 Cf. A.S.R. (1913—14), pp. 203—4. 2 Neogi, op. cit. p. 48. 68-2 Process employed in production of steel 562 IRON OBJECTS [011. 27 measuring between 4-75 and 7-12 in. in length by 1-3 to 2- 5 in. in width at the middle. Their small size might suggest that the metal of which they are composed was of a superior quality, but analysis has shown that this is not so.","17o,j",Sk,2,1924
217,62,104,D, XL. (Nos. 208—21),"217. 105 ingots, six—sided torpedo—shaped, with truncated ends. Length 4-75—6-5 in. Weight from 1-5 to 4-2 lb. First century A.D. Sk. ’28—1,141; Block D’; sq. 62-104’; stratum II. Cf. p. 190 supra. (Pl. 170, i.)",170-i,Sk,2,1928
218,46,74,C, XL. (Nos. 208—21),"218. Similar. Length 6-62 in. First century A.D. Sk. ’14—1,593; Block C’; sq. 46-74’; stratum II. Cf. p. 193 supra. (Pl. 170, l.)",170-l,Sk,2,1914
219,49,51,C, XL. (Nos. 208—21),"219. Similar and ofsame age. Length 7-12 in. Sk. ’24—5 14; Block C; sq. 49-51’; stratum III. (Pl. 170, n.)",170-n,Sk,3,1924
220,61,86,D, XL. (Nos. 208—21),"220. Similar and of same age, but pointed at one end. Length 5-12 in. Sk. ’20—741; Block D’; sq. 61-86’; stratum I. Cf. p. 190 supra. (Pl. 170, k.)",170-k,Sk,1,1920
221,,,, XL. (Nos. 208—21),"221. Similar but broader in middle and pointed at both ends. Length 7 in. Date uncertain. Dh. ’14-984; B27; 3 ft. below surface. (Pl. 170, m.) Below is a report (T 9073 of I I July 1938) on the analyses and tests of specimens of these ingots (no. 217) carried out in the Hadﬁeld Research Dept. at Shefﬁeld. 1. Six ingots were received, weighing individually from 1 1b. 11% oz. to 3 lb. 7% oz. The ingots were spindle—shaped, roughly hexagonal in section. 2. Analyses and tests were made on one of the ingots of medium weight, 2 1b. 15 oz., 6 in. long and 1-9 in. at its greatest width. CHEMICAL ANALYSIS (per cent) 3. C Si S P Mn Fe 0-10 0-03 0-019 0-077 Trace 99-6 GENERAL CHARACTER 4. A complete longitudinal section showed the ingot to be very porous, some of the holes being 4% in. in maximum dimension. MECHANICAL TESTS Hardness 5. The standard diamond pyramid hardness ﬁgures over the section varied between 70 and 129, with an average of 95. 6. The hardness ﬁgures are mostly only approximate because of the irregular shape of the impressions. Several other determinations were discarded for this reason. Tensile test 7. A small bar, % in. in diameter, was forged from the soundest portion of the ingot, and a tensile test made on the bar without further heat treatment, with results as follows: Yield point Maximum stress Elongation’X‘ Reduction of area Tons per sq. in. per cent rWMM—c—ﬁ k—M— \ 16-1 22-8 15-5 43-0 * Length + Jarea = 4. 8. The specimen was roaky. wgzhmhmsmvmﬂnwmmvmw.vwnwgrm¢ﬁ~vve€i‘wram/Maw “WWW       CH. 27] IRON OBJECTS ' 563 Shock tests 9. From the % in. bar notched specimens Were also prepared and tested with results as follows: Energy to Type of specimen fracture Angle of bend Brinell hardness Nature of fracture o I 6 Fibrous; several elongated BgS.S. IO mm. sq. 67 ft.-lb. 6o unbroken {1:1 blow-holes Fremont 18'4 kg.-m. 128° unbroken 126 Roaky GENERAL REMARKS IO. In their chemical analysis these ingots are fairly representative of the many Indian iron specimens, obtained from various locations, which we have examined. I 1. Phosphorus contents as low as 0-015 0/0 were found in chippings from the iron beams at Konarak, and as high as 028% in the fragment from the iron pillar or beam at Dhar.",170-m,Dh,,1914
12,,,, XL. (Nos. 208—21),"12. Sulphur analysed as low as o-ooz% in tools found in Dekhan, but as high as o~024% in the Konarak beams, with a general average of 0-009%. I 3. The sulphur, 0-019%, in the present ingots, therefore, is rather above the average.",,,,
